date,landing_page,sessions,engaged_sessions,bounce_rate,conversions,revenue
2025-08-14,/lp/skincare-routine-quiz,1135,488,0.5702,37,2426.94
2025-08-14,/lp/spf-bundle-20-off,1713,803,0.531,102,6411.48
2025-08-14,/products/vitamin-c-serum,813,370,0.5453,31,2049.13
2025-08-15,/,382,123,0.6787,5,317.85
2025-08-15,/collections/bestsellers,518,205,0.605,12,796.29
2025-08-15,/lp/free-serum-sample,2007,758,0.6221,69,4552.28
2025-08-15,/lp/skincare-routine-quiz,1164,498,0.5722,39,2605.12
2025-08-15,/lp/spf-bundle-20-off,1716,829,0.5167,98,6112.41
2025-08-15,/products/vitamin-c-serum,787,349,0.5564,30,1973.82
2025-08-16,/,464,136,0.7062,6,396.56
2025-08-16,/collections/bestsellers,661,256,0.6127,17,1090.67
2025-08-16,/lp/free-serum-sample,2498,942,0.6227,90,6076.36
2025-08-16,/lp/skincare-routine-quiz,1496,655,0.5619,51,3342.36
2025-08-16,/lp/spf-bundle-20-off,1931,932,0.5172,104,6654.69
2025-08-16,/products/vitamin-c-serum,874,388,0.5559,35,2184.89
2025-08-17,/,444,130,0.7075,6,389.87
2025-08-17,/collections/bestsellers,633,233,0.6314,16,1080.79
2025-08-17,/lp/free-serum-sample,2332,892,0.6174,79,5148.05
2025-08-17,/lp/skincare-routine-quiz,1397,587,0.5797,44,2949.01
2025-08-17,/lp/spf-bundle-20-off,1988,981,0.5067,107,6703.13
2025-08-17,/products/vitamin-c-serum,903,399,0.5579,35,2289.74
2025-08-18,/,433,139,0.6785,6,384.1
2025-08-18,/collections/bestsellers,599,219,0.6336,15,916.54
2025-08-18,/lp/free-serum-sample,2110,799,0.6212,75,4606.91
2025-08-18,/lp/skincare-routine-quiz,1438,638,0.5565,46,2806.73
2025-08-18,/lp/spf-bundle-20-off,1989,960,0.5174,111,7267.28
2025-08-18,/products/vitamin-c-serum,915,413,0.5489,35,2215.97
2025-08-19,/,374,121,0.6752,5,332.84
2025-08-19,/collections/bestsellers,497,197,0.6027,13,792.61
2025-08-19,/lp/free-serum-sample,2076,794,0.6177,73,4636.73
2025-08-19,/lp/skincare-routine-quiz,1264,552,0.5632,39,2537.56
2025-08-19,/lp/spf-bundle-20-off,1756,837,0.5232,97,6110.9
2025-08-19,/products/vitamin-c-serum,759,345,0.5452,30,1816.71
2025-08-20,/,414,132,0.6818,6,399.83
2025-08-20,/collections/bestsellers,546,213,0.6092,13,812.9
2025-08-20,/lp/free-serum-sample,1997,734,0.6326,72,4336.46
2025-08-20,/lp/skincare-routine-quiz,1221,524,0.5707,39,2471.53
2025-08-20,/lp/spf-bundle-20-off,1694,804,0.5256,94,5599.44
2025-08-20,/products/vitamin-c-serum,809,376,0.5357,30,1817.09
2025-08-21,/,426,132,0.6894,6,386.12
2025-08-21,/collections/bestsellers,577,218,0.6226,14,927.72
2025-08-21,/lp/free-serum-sample,1910,728,0.6186,67,4354.39
2025-08-21,/lp/skincare-routine-quiz,1196,495,0.5864,41,2781.54
2025-08-21,/lp/spf-bundle-20-off,1820,887,0.5126,109,7177.44
2025-08-21,/products/vitamin-c-serum,811,357,0.5599,31,1932.28
2025-08-22,/,459,148,0.6768,6,377.8
2025-08-22,/collections/bestsellers,577,229,0.6034,15,981.62
2025-08-22,/lp/free-serum-sample,2152,782,0.6366,74,4479.86
2025-08-22,/lp/skincare-routine-quiz,1441,608,0.5781,45,3005.96
2025-08-22,/lp/spf-bundle-20-off,1859,898,0.5172,107,6531.02
2025-08-22,/products/vitamin-c-serum,977,448,0.541,37,2426.93
2025-08-23,/,436,140,0.6788,6,392.26
2025-08-23,/collections/bestsellers,562,209,0.6275,14,960.51
2025-08-23,/lp/free-serum-sample,2222,848,0.6182,77,5101.04
2025-08-23,/lp/skincare-routine-quiz,1142,485,0.5751,39,2671.2
2025-08-23,/lp/spf-bundle-20-off,1889,897,0.5254,102,6956.81
2025-08-23,/products/vitamin-c-serum,869,391,0.5506,31,2107.96
2025-08-24,/,428,135,0.6855,6,371.39
2025-08-24,/collections/bestsellers,523,207,0.6038,14,900.04
2025-08-24,/lp/free-serum-sample,1867,691,0.6298,67,4325.36
2025-08-24,/lp/skincare-routine-quiz,1169,490,0.5807,39,2543.37
2025-08-24,/lp/spf-bundle-20-off,1740,840,0.5173,104,6788.56
2025-08-24,/products/vitamin-c-serum,783,363,0.5365,28,1755.06
2025-08-25,/,414,136,0.6713,6,399.52
2025-08-25,/collections/bestsellers,575,229,0.6026,15,933.56
2025-08-25,/lp/free-serum-sample,2107,816,0.6127,75,4692.7
2025-08-25,/lp/skincare-routine-quiz,1380,590,0.5725,45,2884.01
2025-08-25,/lp/spf-bundle-20-off,1794,888,0.5048,104,6689.94
2025-08-25,/products/vitamin-c-serum,882,388,0.5596,32,2202.53
2025-08-26,/,480,156,0.676,7,451.64
2025-08-26,/collections/bestsellers,603,239,0.6041,15,992.81
2025-08-26,/lp/free-serum-sample,2150,845,0.6072,71,4641.31
2025-08-26,/lp/skincare-routine-quiz,1294,580,0.552,44,2745.76
2025-08-26,/lp/spf-bundle-20-off,2079,1009,0.5147,123,7505.84
2025-08-26,/products/vitamin-c-serum,828,372,0.5503,31,1908.99
2025-08-27,/,455,148,0.6758,6,382.65
2025-08-27,/collections/bestsellers,620,245,0.6044,15,992.28
2025-08-27,/lp/free-serum-sample,2184,845,0.6133,74,4682.45
2025-08-27,/lp/skincare-routine-quiz,1275,547,0.5706,39,2488.86
2025-08-27,/lp/spf-bundle-20-off,1877,918,0.5107,107,6628.6
2025-08-27,/products/vitamin-c-serum,819,361,0.5596,31,1891.96
2025-08-28,/,462,141,0.6938,7,455.02
2025-08-28,/collections/bestsellers,616,231,0.625,15,930.22
2025-08-28,/lp/free-serum-sample,2049,815,0.6024,68,4440.41
2025-08-28,/lp/skincare-routine-quiz,1319,572,0.5662,43,2878.48
2025-08-28,/lp/spf-bundle-20-off,1796,890,0.5046,107,6982.93
2025-08-28,/products/vitamin-c-serum,875,394,0.5497,35,2248.45
2025-08-29,/,488,144,0.7057,7,456.2
2025-08-29,/collections/bestsellers,675,269,0.6018,16,1107.67
2025-08-29,/lp/free-serum-sample,2192,841,0.6163,73,4918.06
2025-08-29,/lp/skincare-routine-quiz,1484,650,0.5618,49,3100.37
2025-08-29,/lp/spf-bundle-20-off,1934,947,0.5101,112,7515.85
2025-08-29,/products/vitamin-c-serum,914,425,0.5353,36,2278.41
2025-08-30,/,454,132,0.7098,6,391.46
2025-08-30,/collections/bestsellers,586,224,0.618,15,937.55
2025-08-30,/lp/free-serum-sample,1959,765,0.6095,66,4251.09
2025-08-30,/lp/skincare-routine-quiz,1207,510,0.5773,41,2648.7
2025-08-30,/lp/spf-bundle-20-off,1955,961,0.5084,109,6864.05
2025-08-30,/products/vitamin-c-serum,796,371,0.534,31,2139.12
2025-08-31,/,434,136,0.6876,6,399.82
2025-08-31,/collections/bestsellers,572,227,0.6024,15,932.3
2025-08-31,/lp/free-serum-sample,2078,830,0.6008,74,4914.58
2025-08-31,/lp/skincare-routine-quiz,1165,487,0.5817,37,2414.58
2025-08-31,/lp/spf-bundle-20-off,1934,920,0.5244,109,6890.96
2025-08-31,/products/vitamin-c-serum,799,376,0.5294,31,2058.12
2025-09-01,/,477,156,0.6726,6,394.76
2025-09-01,/collections/bestsellers,629,246,0.6096,16,1036.63
2025-09-01,/lp/free-serum-sample,2187,847,0.6125,76,5041.88
2025-09-01,/lp/skincare-routine-quiz,1314,555,0.5776,44,2827.96
2025-09-01,/lp/spf-bundle-20-off,1980,980,0.5053,113,7089.2
2025-09-01,/products/vitamin-c-serum,937,416,0.5555,35,2408.37
2025-09-02,/,484,141,0.7078,7,434.28
2025-09-02,/collections/bestsellers,587,229,0.6094,14,945.12
2025-09-02,/lp/free-serum-sample,2128,830,0.6101,72,4885.15
2025-09-02,/lp/skincare-routine-quiz,1409,586,0.5838,45,2949.81
2025-09-02,/lp/spf-bundle-20-off,2044,980,0.5207,118,7220.12
2025-09-02,/products/vitamin-c-serum,886,394,0.5552,33,2139.12
2025-09-03,/,443,145,0.6725,6,386.52
2025-09-03,/collections/bestsellers,606,232,0.6176,15,962.42
2025-09-03,/lp/free-serum-sample,2254,858,0.6193,78,4928.9
2025-09-03,/lp/skincare-routine-quiz,1540,687,0.5541,48,3030.74
2025-09-03,/lp/spf-bundle-20-off,1987,994,0.4996,108,6730.08
2025-09-03,/products/vitamin-c-serum,932,412,0.5582,36,2434.05
2025-09-04,/,462,135,0.7082,7,479.62
2025-09-04,/collections/bestsellers,610,239,0.6075,15,1038.53
2025-09-04,/lp/free-serum-sample,2135,791,0.6293,71,4407.68
2025-09-04,/lp/skincare-routine-quiz,1244,528,0.5759,40,2696.57
2025-09-04,/lp/spf-bundle-20-off,2039,1020,0.4998,119,7448.47
2025-09-04,/products/vitamin-c-serum,872,384,0.56,32,2005.48
2025-09-05,/,519,163,0.685,7,462.19
2025-09-05,/collections/bestsellers,692,268,0.6123,17,1100.7
2025-09-05,/lp/free-serum-sample,2226,829,0.6275,80,5348.64
2025-09-05,/lp/skincare-routine-quiz,1454,645,0.5564,51,3259.92
2025-09-05,/lp/spf-bundle-20-off,2192,1094,0.5009,119,7842.07
2025-09-05,/products/vitamin-c-serum,964,441,0.5428,38,2356.11
2025-09-06,/,461,135,0.7071,6,397.18
2025-09-06,/collections/bestsellers,675,265,0.6074,17,1180.01
2025-09-06,/lp/free-serum-sample,2489,1002,0.5976,93,6294.39
2025-09-06,/lp/skincare-routine-quiz,1417,604,0.5737,47,3068.93
2025-09-06,/lp/spf-bundle-20-off,1998,985,0.5071,110,7487.61
2025-09-06,/products/vitamin-c-serum,918,410,0.5533,35,2351.25
2025-09-07,/,481,141,0.7079,7,477.46
2025-09-07,/collections/bestsellers,696,258,0.6293,17,1075.11
2025-09-07,/lp/free-serum-sample,2457,932,0.6205,85,5864.8
2025-09-07,/lp/skincare-routine-quiz,1471,661,0.5505,49,3240.21
2025-09-07,/lp/spf-bundle-20-off,2104,1029,0.5109,124,8440.82
2025-09-07,/products/vitamin-c-serum,936,422,0.5493,35,2361.98
2025-09-08,/,459,135,0.7066,6,383.19
2025-09-08,/collections/bestsellers,634,240,0.6209,16,1055.62
2025-09-08,/lp/free-serum-sample,2256,828,0.6331,83,5221.93
2025-09-08,/lp/skincare-routine-quiz,1386,581,0.5808,48,3100.72
2025-09-08,/lp/spf-bundle-20-off,1941,949,0.5109,115,7543.24
2025-09-08,/products/vitamin-c-serum,848,374,0.5588,33,2224.82
2025-09-09,/,402,117,0.7088,6,405.74
2025-09-09,/collections/bestsellers,570,215,0.6226,15,1014.92
2025-09-09,/lp/free-serum-sample,2180,846,0.612,73,4868.97
2025-09-09,/lp/skincare-routine-quiz,1298,548,0.5776,43,2826.6
2025-09-09,/lp/spf-bundle-20-off,1762,846,0.5198,108,6831.08
2025-09-09,/products/vitamin-c-serum,793,360,0.5458,29,1889.12
2025-09-10,/,450,136,0.6968,6,374.18
2025-09-10,/collections/bestsellers,623,248,0.6018,16,1078.29
2025-09-10,/lp/free-serum-sample,2223,831,0.6261,75,5076.15
2025-09-10,/lp/skincare-routine-quiz,1226,523,0.5737,39,2432.46
2025-09-10,/lp/spf-bundle-20-off,1790,856,0.522,98,6408.36
2025-09-10,/products/vitamin-c-serum,825,375,0.5456,31,1985.38
2025-09-11,/,383,125,0.673,5,349.66
2025-09-11,/collections/bestsellers,546,211,0.6138,14,869.3
2025-09-11,/lp/free-serum-sample,1940,749,0.6139,66,4157.91
2025-09-11,/lp/skincare-routine-quiz,1185,522,0.5593,37,2543.66
2025-09-11,/lp/spf-bundle-20-off,1830,903,0.5064,102,7000.6
2025-09-11,/products/vitamin-c-serum,798,361,0.5481,31,2078.99
2025-09-12,/,469,143,0.6944,7,459.48
2025-09-12,/collections/bestsellers,607,236,0.6106,15,918.21
2025-09-12,/lp/free-serum-sample,2527,986,0.6097,88,5958.96
2025-09-12,/lp/skincare-routine-quiz,1421,631,0.556,45,3014.06
2025-09-12,/lp/spf-bundle-20-off,1948,942,0.5162,119,7957.74
2025-09-12,/products/vitamin-c-serum,1004,460,0.5419,38,2313.68
2025-09-13,/,426,135,0.6839,6,396.49
2025-09-13,/collections/bestsellers,585,234,0.5999,14,920.36
2025-09-13,/lp/free-serum-sample,2176,869,0.6007,81,5475.31
2025-09-13,/lp/skincare-routine-quiz,1438,626,0.5646,50,3240.29
2025-09-13,/lp/spf-bundle-20-off,2113,1068,0.4945,124,8142.83
2025-09-13,/products/vitamin-c-serum,958,445,0.5352,38,2490.89
2025-09-14,/,489,162,0.6694,7,426.26
2025-09-14,/collections/bestsellers,655,245,0.6254,16,1073.64
2025-09-14,/lp/free-serum-sample,2524,971,0.6154,86,5668.61
2025-09-14,/lp/skincare-routine-quiz,1504,680,0.5482,48,2973.44
2025-09-14,/lp/spf-bundle-20-off,2070,1005,0.5143,118,7437.43
2025-09-14,/products/vitamin-c-serum,916,420,0.541,35,2186.95
2025-09-15,/,420,125,0.7015,6,386.42
2025-09-15,/collections/bestsellers,518,208,0.5983,13,846.62
2025-09-15,/lp/free-serum-sample,1973,741,0.6245,74,4919.64
2025-09-15,/lp/skincare-routine-quiz,1163,515,0.5573,38,2538.15
2025-09-15,/lp/spf-bundle-20-off,1920,943,0.5087,114,8021.5
2025-09-15,/products/vitamin-c-serum,892,401,0.5501,34,2196.55
2025-09-16,/,433,135,0.6884,6,400.62
2025-09-16,/collections/bestsellers,577,231,0.6004,15,964.72
2025-09-16,/lp/free-serum-sample,2107,802,0.6195,74,4727.99
2025-09-16,/lp/skincare-routine-quiz,1211,536,0.5571,39,2594.24
2025-09-16,/lp/spf-bundle-20-off,1925,961,0.5007,106,7166.66
2025-09-16,/products/vitamin-c-serum,873,410,0.5307,33,2300.53
2025-09-17,/,492,145,0.7054,7,456.28
2025-09-17,/collections/bestsellers,660,256,0.6117,17,1075.21
2025-09-17,/lp/free-serum-sample,2579,984,0.6183,91,6147.95
2025-09-17,/lp/skincare-routine-quiz,1483,673,0.5462,49,3116.93
2025-09-17,/lp/spf-bundle-20-off,2180,1085,0.5022,127,8238.7
2025-09-17,/products/vitamin-c-serum,905,411,0.546,37,2376.84
2025-09-18,/,432,132,0.6954,6,385.27
2025-09-18,/collections/bestsellers,558,209,0.6263,15,1006.41
2025-09-18,/lp/free-serum-sample,2054,771,0.6245,71,4601.1
2025-09-18,/lp/skincare-routine-quiz,1324,585,0.5579,42,2594.68
2025-09-18,/lp/spf-bundle-20-off,1791,890,0.5033,98,6703.4
2025-09-18,/products/vitamin-c-serum,843,399,0.5271,33,2212.6
2025-09-19,/,502,165,0.6718,7,482.25
2025-09-19,/collections/bestsellers,602,224,0.6273,15,1001.61
2025-09-19,/lp/free-serum-sample,2332,910,0.6099,83,5428.91
2025-09-19,/lp/skincare-routine-quiz,1479,631,0.5734,49,3304.1
2025-09-19,/lp/spf-bundle-20-off,1941,948,0.5114,108,7535.52
2025-09-19,/products/vitamin-c-serum,870,396,0.5453,34,2136.09
2025-09-20,/,505,165,0.6729,7,428.86
2025-09-20,/collections/bestsellers,599,225,0.624,16,1012.08
2025-09-20,/lp/free-serum-sample,2348,919,0.6086,87,5460.39
2025-09-20,/lp/skincare-routine-quiz,1393,615,0.5586,44,2789.01
2025-09-20,/lp/spf-bundle-20-off,2069,996,0.5186,121,7535.51
2025-09-20,/products/vitamin-c-serum,975,439,0.5501,38,2357.28
2025-09-21,/,425,133,0.6863,6,400.27
2025-09-21,/collections/bestsellers,603,229,0.6196,15,988.15
2025-09-21,/lp/free-serum-sample,2313,911,0.6062,80,5238.58
2025-09-21,/lp/skincare-routine-quiz,1277,575,0.5499,43,2782.16
2025-09-21,/lp/spf-bundle-20-off,2057,1020,0.5043,122,7863.94
2025-09-21,/products/vitamin-c-serum,909,412,0.5466,35,2311.8
2025-09-22,/,440,142,0.6769,6,391.88
2025-09-22,/collections/bestsellers,559,223,0.6013,14,921.28
2025-09-22,/lp/free-serum-sample,2073,788,0.6197,76,5264.85
2025-09-22,/lp/skincare-routine-quiz,1369,612,0.5528,46,3104.16
2025-09-22,/lp/spf-bundle-20-off,1921,969,0.4956,117,7304.59
2025-09-22,/products/vitamin-c-serum,827,377,0.5437,32,2184.78
2025-09-23,/,422,139,0.6696,6,414.43
2025-09-23,/collections/bestsellers,552,209,0.6218,14,891.18
2025-09-23,/lp/free-serum-sample,2059,820,0.6016,70,4754.86
2025-09-23,/lp/skincare-routine-quiz,1307,581,0.5555,46,2939.58
2025-09-23,/lp/spf-bundle-20-off,1871,928,0.5042,105,7330.58
2025-09-23,/products/vitamin-c-serum,838,391,0.5339,31,2021.5
2025-09-24,/,421,135,0.6782,6,380.54
2025-09-24,/collections/bestsellers,607,246,0.5947,16,1079.0
2025-09-24,/lp/free-serum-sample,2136,855,0.5997,80,5606.43
2025-09-24,/lp/skincare-routine-quiz,1380,603,0.5628,44,2815.05
2025-09-24,/lp/spf-bundle-20-off,1785,863,0.5167,100,6361.43
2025-09-24,/products/vitamin-c-serum,850,404,0.5246,32,2084.61
2025-09-25,/,418,126,0.698,6,382.21
2025-09-25,/collections/bestsellers,553,223,0.5962,13,911.38
2025-09-25,/lp/free-serum-sample,2109,839,0.602,76,4913.5
2025-09-25,/lp/skincare-routine-quiz,1187,519,0.5624,41,2613.71
2025-09-25,/lp/spf-bundle-20-off,1858,921,0.5044,106,7251.31
2025-09-25,/products/vitamin-c-serum,865,404,0.5331,33,2085.35
2025-09-26,/,494,151,0.6936,7,451.69
2025-09-26,/collections/bestsellers,563,221,0.6071,15,972.83
2025-09-26,/lp/free-serum-sample,2252,904,0.5985,82,5475.81
2025-09-26,/lp/skincare-routine-quiz,1409,614,0.5644,47,3136.59
2025-09-26,/lp/spf-bundle-20-off,1969,990,0.4973,118,7711.63
2025-09-26,/products/vitamin-c-serum,956,438,0.5416,36,2328.66
2025-09-27,/,437,143,0.6736,6,365.25
2025-09-27,/collections/bestsellers,569,223,0.6074,15,1003.33
2025-09-27,/lp/free-serum-sample,2362,949,0.5982,87,5421.97
2025-09-27,/lp/skincare-routine-quiz,1298,584,0.5498,41,2710.24
2025-09-27,/lp/spf-bundle-20-off,1879,933,0.5035,115,7110.92
2025-09-27,/products/vitamin-c-serum,832,390,0.5311,34,2294.76
2025-09-28,/,510,169,0.6681,7,458.6
2025-09-28,/collections/bestsellers,696,284,0.5921,19,1270.84
2025-09-28,/lp/free-serum-sample,2300,917,0.6013,82,5372.83
2025-09-28,/lp/skincare-routine-quiz,1555,680,0.5629,52,3540.9
2025-09-28,/lp/spf-bundle-20-off,2221,1095,0.507,124,7731.98
2025-09-28,/products/vitamin-c-serum,1053,482,0.5423,43,2722.37
2025-09-29,/,480,147,0.6928,7,452.63
2025-09-29,/collections/bestsellers,607,240,0.6048,17,1193.64
2025-09-29,/lp/free-serum-sample,2151,873,0.5942,78,4999.37
2025-09-29,/lp/skincare-routine-quiz,1251,570,0.5442,44,3054.41
2025-09-29,/lp/spf-bundle-20-off,2061,1033,0.4986,115,8196.19
2025-09-29,/products/vitamin-c-serum,849,378,0.5543,32,2264.5
2025-09-30,/,417,128,0.6927,6,393.99
2025-09-30,/collections/bestsellers,526,214,0.5925,14,880.44
2025-09-30,/lp/free-serum-sample,2253,900,0.6006,83,5489.32
2025-09-30,/lp/skincare-routine-quiz,1248,546,0.5627,43,2985.33
2025-09-30,/lp/spf-bundle-20-off,1733,884,0.4898,101,6557.87
2025-09-30,/products/vitamin-c-serum,849,398,0.5307,31,1931.26
2025-10-01,/,380,122,0.6802,5,331.08
2025-10-01,/collections/bestsellers,564,217,0.6149,15,945.47
2025-10-01,/lp/free-serum-sample,2098,788,0.6242,72,4997.13
2025-10-01,/lp/skincare-routine-quiz,1239,538,0.5659,42,2742.08
2025-10-01,/lp/spf-bundle-20-off,1745,884,0.4936,105,7174.45
2025-10-01,/products/vitamin-c-serum,773,358,0.5372,30,2062.21
2025-10-02,/,463,138,0.7021,7,488.37
2025-10-02,/collections/bestsellers,601,226,0.6246,15,1051.49
2025-10-02,/lp/free-serum-sample,2264,883,0.6099,85,5669.89
2025-10-02,/lp/skincare-routine-quiz,1309,590,0.5492,43,2966.9
2025-10-02,/lp/spf-bundle-20-off,1911,951,0.5024,115,7400.27
2025-10-02,/products/vitamin-c-serum,835,399,0.522,32,2253.18
2025-10-03,/,454,150,0.6702,6,401.72
2025-10-03,/collections/bestsellers,616,238,0.6131,16,1077.89
2025-10-03,/lp/free-serum-sample,2395,897,0.6253,86,5243.55
2025-10-03,/lp/skincare-routine-quiz,1504,689,0.5422,51,3438.46
2025-10-03,/lp/spf-bundle-20-off,2075,1049,0.4943,119,7674.32
2025-10-03,/products/vitamin-c-serum,985,468,0.5244,37,2335.24
2025-10-04,/,547,172,0.6847,8,549.96
2025-10-04,/collections/bestsellers,723,286,0.6039,19,1229.22
2025-10-04,/lp/free-serum-sample,2554,1020,0.6005,92,6402.38
2025-10-04,/lp/skincare-routine-quiz,1485,667,0.5506,48,3260.89
2025-10-04,/lp/spf-bundle-20-off,2309,1167,0.4948,134,8540.07
2025-10-04,/products/vitamin-c-serum,1092,489,0.5519,42,2869.88
2025-10-05,/,485,144,0.7031,7,476.31
2025-10-05,/collections/bestsellers,604,245,0.5948,15,1010.66
2025-10-05,/lp/free-serum-sample,2448,933,0.6187,87,6172.22
2025-10-05,/lp/skincare-routine-quiz,1470,648,0.5595,48,3225.44
2025-10-05,/lp/spf-bundle-20-off,1909,974,0.4898,108,7146.06
2025-10-05,/products/vitamin-c-serum,946,433,0.5418,35,2361.47
2025-10-06,/,412,135,0.6715,6,386.16
2025-10-06,/collections/bestsellers,562,229,0.5917,15,937.25
2025-10-06,/lp/free-serum-sample,2361,942,0.6012,82,5579.56
2025-10-06,/lp/skincare-routine-quiz,1327,607,0.5426,42,2671.34
2025-10-06,/lp/spf-bundle-20-off,1866,943,0.4949,114,7904.23
2025-10-06,/products/vitamin-c-serum,878,413,0.5296,34,2118.17
2025-10-07,/,410,130,0.6822,6,391.15
2025-10-07,/collections/bestsellers,570,232,0.5933,15,936.97
2025-10-07,/lp/free-serum-sample,2038,786,0.6143,72,4754.12
2025-10-07,/lp/skincare-routine-quiz,1228,558,0.5459,40,2444.23
2025-10-07,/lp/spf-bundle-20-off,1760,853,0.5153,108,6853.93
2025-10-07,/products/vitamin-c-serum,803,374,0.5347,30,1879.75
2025-10-08,/,416,131,0.6861,6,390.45
2025-10-08,/collections/bestsellers,625,253,0.5954,17,1177.44
2025-10-08,/lp/free-serum-sample,2065,838,0.594,72,4743.74
2025-10-08,/lp/skincare-routine-quiz,1344,616,0.5416,43,3030.33
2025-10-08,/lp/spf-bundle-20-off,1838,910,0.5049,112,7627.6
2025-10-08,/products/vitamin-c-serum,809,386,0.5232,33,2174.8
2025-10-09,/,509,154,0.6974,7,482.57
2025-10-09,/collections/bestsellers,626,242,0.6142,17,1112.58
2025-10-09,/lp/free-serum-sample,2302,912,0.6037,87,5705.33
2025-10-09,/lp/skincare-routine-quiz,1332,592,0.5557,45,2814.75
2025-10-09,/lp/spf-bundle-20-off,2115,1043,0.5068,126,8751.02
2025-10-09,/products/vitamin-c-serum,899,405,0.5495,33,2114.44
2025-10-10,/,466,155,0.6671,7,473.68
2025-10-10,/collections/bestsellers,612,238,0.6104,16,1034.81
2025-10-10,/lp/free-serum-sample,2611,1039,0.6019,93,5961.58
2025-10-10,/lp/skincare-routine-quiz,1370,616,0.5507,48,3058.53
2025-10-10,/lp/spf-bundle-20-off,2149,1100,0.488,123,8528.41
2025-10-10,/products/vitamin-c-serum,952,434,0.5438,36,2478.81
2025-10-11,/,544,166,0.6956,8,549.68
2025-10-11,/collections/bestsellers,620,246,0.6035,16,1036.43
2025-10-11,/lp/free-serum-sample,2418,939,0.6117,92,5876.09
2025-10-11,/lp/skincare-routine-quiz,1467,639,0.5643,47,2933.6
2025-10-11,/lp/spf-bundle-20-off,2246,1088,0.5155,129,8699.53
2025-10-11,/products/vitamin-c-serum,988,474,0.5204,37,2536.61
2025-10-12,/,405,132,0.6742,6,424.01
2025-10-12,/collections/bestsellers,568,225,0.6047,14,900.44
2025-10-12,/lp/free-serum-sample,2070,783,0.6216,79,5241.27
2025-10-12,/lp/skincare-routine-quiz,1238,542,0.5624,44,2975.37
2025-10-12,/lp/spf-bundle-20-off,1833,888,0.5153,111,7217.01
2025-10-12,/products/vitamin-c-serum,841,399,0.5252,32,2127.35
2025-10-13,/,455,142,0.6887,6,415.23
2025-10-13,/collections/bestsellers,577,223,0.6135,15,948.15
2025-10-13,/lp/free-serum-sample,2100,831,0.6042,73,4793.63
2025-10-13,/lp/skincare-routine-quiz,1406,621,0.5586,50,3420.95
2025-10-13,/lp/spf-bundle-20-off,1812,918,0.4934,113,7587.62
2025-10-13,/products/vitamin-c-serum,946,446,0.529,38,2670.88
2025-10-14,/,453,143,0.6846,7,462.29
2025-10-14,/collections/bestsellers,583,222,0.6194,16,1024.4
2025-10-14,/lp/free-serum-sample,2200,884,0.598,78,4885.73
2025-10-14,/lp/skincare-routine-quiz,1337,603,0.5487,44,2943.49
2025-10-14,/lp/spf-bundle-20-off,1890,940,0.5028,105,6376.21
2025-10-14,/products/vitamin-c-serum,962,446,0.5361,38,2393.08
2025-10-15,/,424,138,0.6755,6,384.1
2025-10-15,/collections/bestsellers,527,208,0.6044,14,985.65
2025-10-15,/lp/free-serum-sample,2184,873,0.6005,84,5859.24
2025-10-15,/lp/skincare-routine-quiz,1302,586,0.5498,42,2717.82
2025-10-15,/lp/spf-bundle-20-off,1873,922,0.5076,109,7066.75
2025-10-15,/products/vitamin-c-serum,849,408,0.5198,35,2316.46
2025-10-16,/,409,126,0.6926,6,404.49
2025-10-16,/collections/bestsellers,569,231,0.594,14,905.12
2025-10-16,/lp/free-serum-sample,2050,831,0.5946,73,4823.56
2025-10-16,/lp/skincare-routine-quiz,1324,596,0.5497,44,2714.53
2025-10-16,/lp/spf-bundle-20-off,1827,934,0.4886,110,6710.35
2025-10-16,/products/vitamin-c-serum,811,373,0.5395,33,2171.65
2025-10-17,/,443,137,0.6905,6,414.6
2025-10-17,/collections/bestsellers,570,231,0.5952,16,1023.95
2025-10-17,/lp/free-serum-sample,2372,945,0.6016,91,6027.22
2025-10-17,/lp/skincare-routine-quiz,1345,584,0.5656,47,2948.97
2025-10-17,/lp/spf-bundle-20-off,2001,1011,0.4949,122,7682.68
2025-10-17,/products/vitamin-c-serum,911,422,0.5365,36,2321.73
2025-10-18,/,499,156,0.687,7,488.13
2025-10-18,/collections/bestsellers,640,255,0.6019,17,1181.13
2025-10-18,/lp/free-serum-sample,2420,991,0.5903,93,5995.01
2025-10-18,/lp/skincare-routine-quiz,1499,647,0.5685,51,3350.51
2025-10-18,/lp/spf-bundle-20-off,2062,1038,0.4967,117,7460.26
2025-10-18,/products/vitamin-c-serum,955,458,0.5204,36,2530.95
2025-10-19,/,428,139,0.6742,6,429.45
2025-10-19,/collections/bestsellers,660,269,0.5927,17,1164.36
2025-10-19,/lp/free-serum-sample,2314,914,0.6048,85,6004.76
2025-10-19,/lp/skincare-routine-quiz,1360,619,0.5447,46,3124.83
2025-10-19,/lp/spf-bundle-20-off,2029,987,0.5137,123,7944.79
2025-10-19,/products/vitamin-c-serum,852,391,0.5408,33,2344.12
2025-10-20,/,418,133,0.6808,6,403.64
2025-10-20,/collections/bestsellers,560,224,0.6001,14,905.47
2025-10-20,/lp/free-serum-sample,2120,834,0.6067,80,5083.44
2025-10-20,/lp/skincare-routine-quiz,1333,595,0.5537,45,3025.94
2025-10-20,/lp/spf-bundle-20-off,1900,969,0.4899,107,7315.72
2025-10-20,/products/vitamin-c-serum,904,435,0.5184,36,2479.28
