date,ad_spend,impressions,clicks,gads_conversions,gads_conv_value,spend_high_intent,spend_crm_verified,orders,revenue,paid_orders,paid_revenue,new_customers,returning_orders,returning_revenue,first_order_customers,repeat_within_90d,leads_created,leads_converted,sessions,engaged_sessions,lp_conversions,lp_revenue,emails_sent,emails_delivered,emails_opened,emails_clicked,emails_sent_segmented,emails_sent_batch,emails_delivered_segmented,emails_opened_segmented,emails_clicked_segmented,carts_created,carts_recovered,open_pipeline_value,clv_value,cohort_d30_gp
2025-11-19,4157.02,67630,2729,217.7,14180.11,3241,3547,245,15859.02,198,12849.42,182,63,4023.64,182,25,94,9,8297,3705,334,22709.21,627,611,173,32,627,0,611,173,32,119,23,728164.93,60.31,8603.66
2025-11-20,3771.95,64112,2576,204.4,13113.99,2918,3225,232,15286.88,188,12257.41,170,62,4311.14,170,37,95,2,7764,3464,311,20791.99,14451,14099,2518,396,3052,11399,2985,814,139,115,20,739043.82,60.38,8447.6
2025-11-21,4273.65,78272,2943,221.6,14294.07,3314,3652,256,17142.77,207,13615.44,187,69,4587.85,187,42,105,4,8760,3871,359,23422.21,11525,11242,1910,250,820,10705,805,182,26,132,26,724381.21,60.45,9479.36
2025-11-22,4336.69,72335,2845,226.3,15132.64,3389,3713,261,17054.97,211,13934.59,189,72,4852.3,189,38,102,9,8206,3656,332,21903.2,1783,1758,468,79,1783,0,1758,468,79,119,24,714360.11,60.53,9309.98
2025-11-23,4272.96,73122,2976,239.3,15145.24,3329,3638,261,18044.25,211,14404.64,192,69,4729.8,192,43,91,4,8582,3836,353,23653.44,997,983,295,56,997,0,983,295,56,112,21,765757.83,60.6,10271.49
2025-11-24,3927.59,64796,2551,214.1,13517.84,3049,3333,236,15681.98,191,12795.8,171,65,4479.25,171,37,84,6,7255,3251,300,20122.11,610,594,174,32,610,0,594,174,32,110,21,733693.48,60.68,8494.21
2025-11-25,3850.18,69504,2638,224.8,14348.67,2958,3277,251,16845.8,203,13548.92,181,70,4757.74,181,36,84,3,7368,3270,304,19912.46,2345,2303,575,94,2345,0,2303,575,94,108,17,739370.25,60.75,8997.9
2025-11-26,3787.32,64462,2541,201.5,13581.0,2982,3251,227,15321.93,184,12368.51,165,62,4036.07,165,45,94,6,7141,3131,292,20428.15,1513,1494,388,68,1513,0,1494,388,68,111,17,750485.02,60.82,8622.26
2025-11-27,4386.75,75652,2868,224.3,14988.01,3436,3764,255,17571.43,207,14250.09,186,69,4806.64,186,41,88,8,8995,3938,364,24514.69,11342,11061,1875,276,1252,10090,1223,340,55,114,16,756651.22,60.9,9794.99
2025-11-28,4356.05,74070,2922,229.0,14731.63,3392,3721,256,17071.65,208,13905.5,185,71,4754.1,185,49,100,6,9088,4081,380,24934.35,532,523,159,26,532,0,523,159,26,126,19,750019.0,60.97,9290.92
2025-11-29,4277.72,75902,3034,236.6,14918.12,3361,3673,265,17223.15,215,13919.14,192,73,4748.9,192,40,97,1,8816,3921,363,24528.39,840,822,214,31,840,0,822,214,31,116,17,776127.17,61.05,9463.89
2025-11-30,4133.95,67553,2857,224.3,14906.44,3262,3538,253,16587.03,205,13423.19,182,71,4506.71,182,36,97,7,8387,3724,350,23344.59,909,894,231,37,909,0,894,231,37,110,19,737505.57,61.12,8915.33
2025-12-01,3957.15,67911,2816,214.2,13974.34,3106,3387,237,15705.55,192,12657.37,170,67,4586.36,170,50,99,5,8329,3744,348,23665.27,1948,1909,548,91,1948,0,1909,548,91,109,17,768145.15,61.19,8780.23
2025-12-02,4049.67,69285,2941,222.9,14486.76,3204,3496,254,17177.97,206,13669.63,183,71,4555.23,183,45,93,2,8377,3729,340,23099.67,2178,2139,535,88,2178,0,2139,535,88,107,12,768373.7,61.26,9534.1
2025-12-03,3793.58,63231,2642,204.7,13303.71,2958,3244,227,15852.06,184,12925.97,166,61,4297.26,166,35,92,5,7881,3550,337,23250.04,12684,12375,2236,320,2293,10391,2244,570,92,123,13,773617.6,61.34,8760.64
2025-12-04,3936.1,67104,2743,231.2,14994.73,3031,3356,254,16821.17,206,13478.69,183,71,4538.22,183,39,89,7,8420,3729,358,24499.29,3119,3054,771,120,3119,0,3054,771,120,113,16,747454.77,61.41,8736.13
2025-12-05,4063.51,71033,2802,227.3,14327.08,3146,3479,248,17447.49,202,14189.53,179,69,4884.86,179,43,94,4,8387,3774,348,23584.55,10330,10075,1751,240,565,9765,554,155,31,136,22,733564.18,61.49,9381.79
2025-12-06,4425.48,68894,2936,243.7,16530.71,3483,3810,274,18600.61,223,15236.51,196,78,5376.73,196,48,93,4,8827,3973,379,26217.78,754,736,195,29,754,0,736,195,29,120,16,779710.32,61.57,10169.7
2025-12-07,4321.1,72248,3025,238.5,15285.96,3421,3705,261,17617.13,212,14279.38,188,73,5081.41,188,50,96,4,8879,4028,362,24979.18,10430,10171,1724,253,667,9763,652,200,35,126,17,736594.25,61.64,9911.08
2025-12-08,3886.71,64017,2758,227.5,14609.3,3031,3320,251,16804.99,204,13459.64,180,71,4958.13,180,42,92,3,8238,3667,336,21847.6,12191,11900,1928,299,968,11223,958,246,41,126,26,777110.72,61.72,9204.56
2025-12-09,4011.23,68624,2794,212.0,14103.04,3184,3450,238,16975.61,194,13901.7,174,64,4732.26,174,40,88,6,8171,3703,346,23082.13,15178,14828,2842,425,4276,10902,4199,1097,187,111,18,784736.97,61.8,9411.51
2025-12-10,3688.94,64025,2733,206.8,13524.98,2880,3159,236,16221.57,192,13310.97,168,68,4659.84,168,41,97,2,7461,3325,316,21443.28,1784,1750,499,86,1784,0,1750,499,86,108,20,763812.59,61.87,8835.58
2025-12-11,3740.38,64822,2809,207.6,13829.55,2928,3221,232,15476.57,189,12536.64,167,65,4535.22,167,40,91,2,8034,3604,345,23633.56,1699,1671,399,62,1699,0,1671,399,62,113,21,746980.42,61.95,8241.23
2025-12-12,4378.72,75390,3128,246.5,16249.11,3426,3761,277,18405.94,226,15004.79,197,80,5292.43,197,53,108,6,9325,4175,375,25465.41,1921,1883,510,88,1921,0,1883,510,88,123,21,781852.08,62.03,10051.65
2025-12-13,4038.75,71805,2931,226.9,15271.89,3198,3486,251,16808.88,205,13842.15,179,72,4828.12,179,37,95,6,8080,3576,333,23033.77,1496,1461,394,70,1496,0,1461,394,70,133,18,783285.2,62.11,8953.46
2025-12-14,4400.09,77747,3095,236.4,15789.52,3493,3768,259,18317.81,211,14974.82,185,74,5376.79,185,27,97,3,9580,4312,411,29089.46,10253,9998,1695,246,934,9319,912,218,34,115,23,796419.37,62.19,9324.81
2025-12-15,3765.61,63976,2666,210.9,13786.25,2970,3268,232,15683.29,189,12802.63,166,66,4540.96,166,40,90,2,8382,3838,360,24556.77,10932,10660,1901,267,1512,9420,1476,406,69,109,13,770799.23,62.27,8539.36
2025-12-16,4110.73,68079,2941,214.1,15130.72,3229,3527,249,16638.67,203,13497.8,181,68,4548.91,181,51,102,4,7993,3596,326,22298.36,3306,3253,821,136,3306,0,3253,821,136,109,13,781721.9,62.34,9079.13
2025-12-17,3922.12,69084,2884,207.3,14400.77,3075,3367,233,16160.99,190,13125.54,166,67,4698.25,166,40,87,3,8728,3929,371,26434.47,11149,10893,1998,274,1874,9275,1850,467,70,121,14,795169.88,62.42,8585.77
2025-12-18,4104.32,70096,3056,225.5,15863.13,3230,3538,253,17501.88,207,14317.92,180,73,4894.31,180,29,98,2,8631,3896,370,24977.35,1952,1913,540,97,1952,0,1913,540,97,118,22,804276.45,62.5,9347.81
2025-12-19,4423.42,77126,3227,259.1,16305.35,3477,3787,276,18436.53,225,15041.12,197,79,5486.27,197,42,102,1,10008,4513,412,27345.99,2913,2874,759,130,2913,0,2874,759,130,139,23,758121.07,62.58,9775.72
2025-12-20,4428.8,75149,3135,246.0,16303.98,3452,3781,277,18889.57,226,15314.52,196,81,5588.68,196,47,113,7,9908,4529,408,27557.66,3023,2960,798,133,3023,0,2960,798,133,117,17,767882.07,62.66,10049.07
2025-12-21,3702.6,62358,2705,221.8,14315.78,2898,3200,247,16712.21,202,13567.74,175,72,4888.61,175,35,101,6,8063,3619,351,23208.23,1958,1926,569,97,1958,0,1926,569,97,131,24,786727.06,62.74,9191.11
2025-12-22,4036.0,71162,2930,238.5,15091.18,3142,3466,257,17492.18,210,14344.92,184,73,5287.09,184,40,104,7,8850,3965,364,24213.44,337,331,114,22,337,0,331,114,22,120,21,807129.64,62.81,9283.44
2025-12-23,3881.0,64716,2731,226.6,15301.95,3021,3331,258,16409.8,211,13491.07,184,74,4839.14,184,54,87,2,8105,3619,334,22148.53,11949,11661,1995,289,1411,10538,1386,373,62,119,24,794612.23,62.88,8866.3
2025-12-24,3721.37,66485,2809,200.9,13841.94,2930,3213,235,15971.5,192,12971.48,167,68,4588.57,167,42,100,5,8268,3755,342,23859.25,2877,2818,761,132,2877,0,2818,761,132,131,21,807288.33,62.95,8583.94
2025-12-25,4158.2,72632,2931,238.6,15801.26,3267,3569,266,17452.21,218,14333.07,189,77,5107.71,189,38,107,6,8492,3838,370,25160.32,12233,11945,2090,326,2552,9681,2506,630,103,113,20,776651.1,63.02,9560.26
2025-12-26,3916.15,68836,2919,215.7,14699.96,3089,3376,242,16655.26,198,13683.15,171,71,5039.94,171,42,99,6,8856,3982,376,25486.05,1770,1745,420,67,1770,0,1745,420,67,130,24,777217.79,63.09,8688.14
2025-12-27,3905.72,68741,2868,234.6,15133.37,3073,3351,250,17221.88,205,14240.2,177,73,5101.7,177,45,95,6,8769,3933,361,24217.07,1986,1938,536,92,1986,0,1938,536,92,124,15,786979.63,63.16,9164.55
2025-12-28,3788.39,64268,2729,225.9,15254.75,2994,3266,240,16831.47,197,13829.62,170,70,4886.89,170,32,107,10,8271,3680,356,25272.29,11139,10884,1984,296,2232,8907,2200,578,96,123,14,810116.25,63.23,8639.93
2025-12-29,3860.72,63487,2856,226.1,14892.47,3042,3311,250,16679.05,205,13799.14,176,74,4782.34,176,42,93,6,8154,3717,342,22810.35,11176,10906,1998,310,2008,9168,1967,563,100,136,17,770247.23,63.3,9150.34
2025-12-30,3746.14,65353,2746,220.8,15053.6,2948,3225,248,16677.08,203,13526.18,177,71,4717.76,177,44,87,4,8704,3982,385,25706.6,1448,1417,405,68,1448,0,1417,405,68,123,20,807280.57,63.38,9151.08
2025-12-31,3845.96,64552,2710,216.1,14376.58,3041,3309,244,16855.2,200,13849.29,172,72,4995.41,172,51,105,8,8401,3802,352,23972.05,12756,12468,2349,372,3008,9748,2964,823,139,116,21,795341.89,63.45,9350.96
2026-01-01,3778.14,61467,2708,219.6,14990.27,3009,3262,247,16250.6,202,13374.84,174,73,4759.4,174,49,90,8,8268,3718,357,24717.01,1440,1418,408,67,1440,0,1418,408,67,135,30,777349.11,63.51,9213.02
2026-01-02,4218.06,72298,3133,241.2,16539.85,3345,3668,268,17963.96,220,14868.3,189,79,5182.97,189,42,108,6,9719,4428,417,27650.45,2056,2022,592,106,2056,0,2022,592,106,141,27,805735.04,63.58,9661.8
2026-01-03,4184.38,74824,3224,256.4,16865.58,3277,3605,277,19090.67,227,15560.52,193,84,6028.14,193,43,98,3,9359,4282,390,27314.37,2440,2406,721,129,2440,0,2406,721,129,121,13,801950.88,63.65,10080.2
2026-01-04,4463.63,75718,3222,245.5,16851.95,3494,3823,282,19068.11,231,15454.36,198,84,5801.34,198,42,107,0,10089,4588,421,28401.94,895,883,228,36,895,0,883,228,36,124,23,780339.9,63.72,10115.45
2026-01-05,3769.9,67394,2809,217.3,14723.14,2976,3253,238,16721.92,195,13748.83,169,69,4987.03,169,37,99,6,8866,4046,388,27381.45,0,0,0,0,0,0,0,0,0,126,22,790576.48,63.8,8763.51
2026-01-06,3959.8,67507,2971,219.2,14735.95,3165,3428,245,16687.05,201,13756.95,170,75,5058.81,170,40,105,1,9282,4211,398,26327.57,11091,10822,1877,296,1396,9695,1369,407,66,112,24,800020.49,63.88,8652.47
2026-01-07,3644.67,62293,2731,219.0,13955.61,2868,3167,237,16197.05,195,13199.96,167,70,4907.11,167,49,94,6,8279,3775,356,23712.46,10476,10221,1797,263,1120,9356,1099,254,43,112,16,809775.02,63.96,8327.95
2026-01-08,4043.44,70340,2932,246.2,15418.08,3176,3472,269,18480.53,221,15200.6,188,81,5474.11,188,47,92,5,8528,3801,369,24821.32,1040,1025,248,38,1040,0,1025,248,38,140,21,835665.06,64.05,9628.6
2026-01-09,3979.29,68539,2882,222.4,15714.21,3154,3461,257,17792.31,211,14686.94,181,76,5351.43,181,45,111,5,8966,4097,372,25972.55,3198,3137,901,147,3198,0,3137,901,147,120,26,812569.57,64.13,8991.12
2026-01-10,3980.6,69647,2997,225.9,15469.55,3164,3439,249,17198.07,205,14275.16,175,74,5175.68,175,57,106,1,8872,4065,377,25927.71,9964,9724,1694,242,946,9018,931,227,35,136,21,811085.33,64.21,9212.53
2026-01-11,3904.51,68511,3008,219.1,14694.84,3068,3361,242,17184.54,199,13967.67,167,75,5527.16,167,52,99,6,8344,3777,362,25459.34,2699,2645,713,117,2699,0,2645,713,117,118,20,802981.25,64.29,9143.32
2026-01-12,3847.24,70379,2943,218.4,15464.23,3058,3320,248,16966.94,204,13913.09,173,75,5186.85,173,52,94,2,8496,3927,359,23920.04,1338,1312,398,65,1338,0,1312,398,65,137,24,829938.4,64.38,9087.28
2026-01-13,3891.47,67672,2780,235.3,15759.8,3086,3347,255,18335.53,210,15129.6,177,78,5698.91,177,39,100,5,8448,3865,358,24353.29,2143,2113,603,103,2143,0,2113,603,103,135,24,815695.33,64.46,9859.29
2026-01-14,3689.35,60115,2706,225.4,14331.45,2933,3179,241,16530.37,198,13717.86,166,75,5097.12,166,38,91,5,7870,3657,340,22525.48,11585,11310,2189,321,2517,9068,2469,709,124,125,24,857708.1,64.55,8505.29
2026-01-15,4255.15,70107,3245,250.8,17564.08,3358,3662,281,18535.28,231,15207.95,198,83,5518.16,198,47,111,9,9478,4316,391,26031.31,11197,10927,1910,296,1717,9480,1684,463,78,141,30,849355.11,64.64,10151.78
2026-01-16,4079.19,71545,3078,253.7,17056.51,3191,3549,279,18830.47,230,15871.77,193,86,5843.27,193,56,108,7,9239,4221,390,27119.45,12611,12311,2312,368,3522,9089,3449,884,154,138,21,796891.59,64.73,10161.01
2026-01-17,4248.52,74611,3164,251.8,17024.85,3357,3684,271,18888.19,223,15280.57,187,84,5878.06,187,55,119,6,9802,4498,435,30463.09,390,383,139,25,390,0,383,139,25,135,20,829218.72,64.81,9939.8
2026-01-18,3828.64,68661,2941,217.5,15079.56,3016,3290,252,16868.12,208,14197.6,176,76,5034.93,176,44,114,4,9423,4279,412,27060.4,3557,3480,932,149,3557,0,3480,932,149,122,17,859419.52,64.9,8947.21
2026-01-19,4127.62,71795,3150,240.3,15937.54,3282,3561,271,18241.79,223,15056.43,187,84,5705.35,187,50,108,6,9106,4172,396,27052.53,10703,10455,1810,273,1446,9257,1429,395,67,137,23,824841.89,64.98,9707.49
2026-01-20,4158.5,76598,3227,243.1,16799.15,3281,3599,268,18641.27,221,15217.65,184,84,5794.31,184,47,94,5,9340,4254,405,28041.97,2127,2094,550,83,2127,0,2094,550,83,133,22,844943.54,65.07,9913.79
2026-01-21,3653.22,58669,2665,204.6,14141.06,2915,3182,233,16224.55,192,13394.34,163,70,4785.65,163,40,95,7,7784,3535,336,23388.34,1075,1055,276,48,1075,0,1055,276,48,118,18,849307.52,65.15,8764.75
2026-01-22,3693.08,62106,2702,224.2,15295.2,2926,3211,242,16991.45,200,14157.84,168,74,5177.59,168,41,114,5,7825,3603,353,24465.31,1589,1569,431,72,1589,0,1569,431,72,118,18,866643.85,65.24,9167.86
2026-01-23,4409.78,73680,3190,265.3,18173.06,3489,3829,289,19597.97,239,16102.68,199,90,6050.93,199,41,112,12,9534,4359,415,27627.99,3214,3164,877,148,3214,0,3164,877,148,147,31,866016.29,65.32,10216.91
2026-01-24,3773.54,64924,3016,231.0,16116.19,2994,3253,253,17808.14,209,14846.84,174,79,5327.85,174,35,104,4,8232,3797,345,24410.24,1466,1431,420,71,1466,0,1431,420,71,125,26,815438.44,65.4,9273.6
2026-01-25,3728.75,58927,2716,226.3,15227.59,2960,3239,248,17197.26,205,14329.66,170,78,5421.15,170,45,106,7,8413,3897,360,24607.06,358,349,128,24,358,0,349,128,24,135,26,842170.66,65.48,8955.71
2026-01-26,4083.05,75777,3244,232.1,17144.54,3238,3536,268,18691.43,221,15400.62,186,82,5776.38,186,46,111,7,9642,4423,412,28398.02,1669,1635,471,85,1669,0,1635,471,85,125,23,816481.84,65.57,9693.71
2026-01-27,3542.64,61675,2789,227.7,15052.82,2808,3072,242,16513.13,200,13376.84,166,76,5253.06,166,42,93,3,8629,3957,365,24724.49,1022,1005,333,63,1022,0,1005,333,63,130,18,815217.66,65.64,8478.13
2026-01-28,3872.02,72974,3246,257.4,16251.07,3057,3342,273,18173.23,226,15122.12,187,86,5549.67,187,44,96,5,8935,4051,392,26492.88,9299,9073,1650,256,1637,7662,1603,459,79,132,24,864336.11,65.72,9502.57
2026-01-29,3901.74,69722,3136,236.2,15184.21,3097,3373,255,17734.26,211,14584.87,173,82,5597.77,173,52,112,8,9590,4479,406,27562.29,2755,2715,818,151,2755,0,2715,818,151,128,22,836469.08,65.8,9525.89
2026-01-30,4288.89,78237,3424,247.3,17371.74,3431,3718,273,18939.25,226,15578.83,186,87,6248.11,186,53,104,4,9953,4516,414,28220.04,10631,10385,2063,307,2884,7747,2832,749,133,145,33,845184.41,65.88,9847.36
2026-01-31,4232.72,75851,3256,245.5,17237.0,3335,3670,271,18818.39,224,15654.52,185,86,5999.47,185,34,119,4,10129,4740,448,31490.05,3093,3028,843,146,3093,0,3028,843,146,137,28,851516.64,65.97,9502.24
2026-02-01,3923.97,65333,3005,235.8,15845.1,3104,3384,259,17749.88,214,14765.8,176,83,5514.68,176,46,99,7,8852,4076,387,25536.46,1039,1018,282,47,1039,0,1018,282,47,136,22,861776.33,66.05,9653.36
2026-02-02,3869.42,68063,2938,236.9,15958.79,3049,3354,255,18261.8,211,15070.44,174,81,5839.34,174,49,112,8,9046,4131,380,25943.76,2909,2854,870,157,2909,0,2854,870,157,141,27,828487.89,66.14,9441.53
2026-02-03,3959.34,65877,3096,251.8,16373.55,3155,3444,264,18315.56,219,14989.69,182,82,5606.98,182,47,106,8,8627,3965,376,25792.99,1600,1577,438,74,1600,0,1577,438,74,119,22,836619.03,66.22,9821.06
2026-02-04,3957.17,72917,3237,237.1,16572.72,3150,3455,263,18939.89,218,15716.19,180,83,6161.81,180,52,113,5,9821,4536,423,29935.34,1984,1944,565,106,1984,0,1944,565,106,142,22,883846.55,66.31,10092.31
2026-02-05,3688.39,68945,3005,233.1,15983.68,2934,3219,247,17772.68,205,14684.15,173,74,5226.1,173,51,104,4,9012,4182,390,27330.22,2592,2547,735,132,2592,0,2547,735,132,127,26,888346.77,66.41,9585.09
2026-02-06,4178.98,75389,3279,252.8,16648.4,3342,3642,278,19698.83,230,16453.65,193,85,5821.16,193,56,102,6,9642,4406,425,29014.1,954,940,227,39,954,0,940,227,39,144,30,893696.65,66.5,10899.69
2026-02-07,4186.1,73028,3205,255.9,17158.15,3297,3654,284,18257.18,235,15338.49,194,90,5768.91,194,58,110,10,9766,4566,419,28182.4,1414,1395,406,67,1414,0,1395,406,67,140,28,834009.74,66.59,9899.95
2026-02-08,3901.42,69719,3038,243.3,16141.89,3096,3392,265,17754.17,220,14856.41,179,86,5825.01,179,44,117,9,8826,4099,394,26638.83,2786,2735,773,125,2786,0,2735,773,125,129,29,897015.25,66.68,9318.08
2026-02-09,3996.23,72242,3195,258.3,17018.59,3150,3452,282,19375.99,234,16130.21,191,91,6172.05,191,49,106,9,10118,4683,436,29478.13,0,0,0,0,0,0,0,0,0,122,26,844110.56,66.77,10338.29
2026-02-10,3987.83,71885,3268,255.9,16743.18,3167,3454,273,18929.97,227,15959.2,184,89,6333.78,184,45,107,2,9007,4202,386,26224.27,1231,1202,297,47,1231,0,1202,297,47,122,32,888085.12,66.86,9685.29
2026-02-11,3811.96,69412,3157,235.9,16445.82,2990,3300,258,18348.05,214,15104.17,176,82,5980.83,176,48,100,3,9543,4488,411,29005.12,10050,9807,1901,270,1769,8281,1733,488,85,121,32,899532.49,66.96,9576.77
2026-02-12,3607.57,63173,2845,237.1,15524.49,2848,3150,250,16345.78,208,13413.46,168,82,5593.06,168,44,106,10,8457,3960,378,25972.15,0,0,0,0,0,0,0,0,0,140,20,897428.67,67.05,8581.06
2026-02-13,4145.02,74536,3516,255.3,17047.23,3304,3621,269,18480.07,223,15465.89,181,88,6066.0,181,42,113,6,9588,4510,417,28577.16,1684,1657,454,83,1684,0,1657,454,83,149,25,866005.09,67.14,9459.95
2026-02-14,3805.3,66947,3154,230.2,16117.64,3009,3305,257,18459.63,214,15242.18,173,84,5990.82,173,46,110,5,9186,4280,418,29590.31,3416,3347,972,174,3416,0,3347,972,174,144,24,903385.74,67.22,10008.64
2026-02-15,4259.57,76842,3388,248.5,17555.32,3378,3700,271,19201.33,225,15740.18,185,86,5990.96,185,47,116,5,10155,4742,432,30677.05,2875,2834,907,160,2875,0,2834,907,160,124,31,890424.57,67.32,10166.02
2026-02-16,3990.81,70935,3149,253.3,16435.14,3189,3456,273,18738.17,227,15645.5,182,91,6338.7,182,43,117,4,9238,4318,399,26405.49,0,0,0,0,0,0,0,0,0,132,25,871133.22,67.41,9747.39
2026-02-17,3636.52,62059,2858,231.7,15312.31,2898,3156,248,17467.62,206,14594.45,166,82,5767.04,166,34,97,3,8676,3975,385,27182.0,0,0,0,0,0,0,0,0,0,136,31,874674.51,67.5,8847.28
2026-02-18,3924.09,73753,3326,239.5,16164.07,3126,3418,260,18430.88,216,15396.53,175,85,5814.02,175,36,115,2,9446,4421,413,29026.2,2596,2543,743,121,2596,0,2543,743,121,141,32,900275.92,67.59,9620.55
2026-02-19,4178.01,72050,3479,264.7,17857.52,3316,3627,282,19177.42,235,15971.11,191,91,6016.16,191,51,115,7,9903,4593,413,27427.56,1129,1104,286,44,1129,0,1104,286,44,139,27,899914.81,67.68,10163.36
2026-02-20,4117.37,72083,3337,259.2,17128.45,3313,3604,278,19272.42,231,15919.63,187,91,6255.99,187,41,109,10,9419,4383,412,29326.78,453,442,166,30,453,0,442,166,30,146,23,866801.44,67.77,10134.61
2026-02-21,4262.99,72182,3423,265.2,18153.36,3375,3686,292,19480.33,243,16240.07,198,94,6087.67,198,42,118,8,9675,4442,424,29072.39,2145,2100,655,114,2145,0,2100,655,114,153,35,917441.58,67.86,10079.08
2026-02-22,3830.5,67536,3186,246.4,16150.57,3044,3339,265,17939.75,221,14955.44,177,88,5957.93,177,42,117,6,9755,4591,424,28997.06,1148,1133,313,50,1148,0,1133,313,50,144,22,863063.73,67.95,9225.36
2026-02-23,3833.62,66572,3143,231.0,16164.85,3064,3329,253,18201.31,211,15128.11,170,83,5783.37,170,37,103,7,8630,4044,388,28114.07,3747,3682,1040,175,3747,0,3682,1040,175,145,30,920361.92,68.04,9671.34
2026-02-24,3940.95,68528,3145,238.9,16302.0,3131,3428,254,18262.38,212,15290.13,168,86,6146.13,168,37,114,6,9643,4538,424,30173.87,1514,1485,428,73,1514,0,1485,428,73,127,32,921313.53,68.13,9389.11
2026-02-25,3755.22,61217,3072,237.1,15652.57,3028,3290,249,16829.99,208,14103.8,169,80,5360.32,169,37,105,7,8362,3809,367,24940.47,1403,1384,419,65,1403,0,1384,419,65,139,25,896804.44,68.22,8878.62
2026-02-26,3946.05,72440,3411,249.4,17442.52,3149,3449,276,19197.57,230,15920.11,186,90,6214.87,186,34,115,8,10294,4836,450,30343.96,1679,1657,513,85,1679,0,1657,513,85,144,31,918436.42,68.32,9795.58
2026-02-27,3790.62,63941,3092,232.7,15898.99,3028,3300,256,18189.98,214,15159.22,172,84,5990.35,172,33,110,5,9346,4373,417,29835.97,1852,1822,525,94,1852,0,1822,525,94,133,34,866211.71,68.41,9158.04
2026-02-28,4196.53,72167,3406,251.0,17024.58,3380,3668,267,18607.48,223,15616.03,178,89,6378.96,178,36,110,3,9582,4438,423,29783.52,2937,2881,847,137,2937,0,2881,847,137,140,26,894611.83,68.51,9389.66
2026-03-01,4085.8,72949,3377,264.6,17485.68,3265,3581,281,18968.45,235,15828.26,186,95,6444.75,186,36,117,5,10083,4751,442,30009.66,1912,1873,564,98,1912,0,1873,564,98,136,29,940668.28,68.6,9790.73
2026-03-02,3794.09,66902,3343,239.7,16315.12,3028,3311,252,18323.9,210,15182.83,167,85,6220.02,167,34,118,7,9682,4549,429,30930.8,3211,3145,888,153,3211,0,3145,888,153,129,32,879837.61,68.69,8963.18
2026-03-03,3994.32,71333,3404,240.0,16998.37,3155,3467,266,18643.79,222,15434.68,177,89,6314.41,177,31,97,5,10084,4792,456,31713.45,784,771,270,51,784,0,771,270,51,128,36,875564.1,68.78,9441.7
2026-03-04,4068.15,73467,3537,260.6,17787.75,3270,3554,274,18791.34,229,15568.48,183,91,6542.3,183,32,105,10,10645,5037,488,33947.89,6976,6802,1117,164,0,6976,0,0,0,136,34,884896.14,68.87,9493.29
2026-03-05,4079.09,67128,3309,247.9,17464.07,3270,3586,272,18517.23,227,15334.05,179,93,6068.05,179,46,106,6,10075,4738,447,30977.47,3386,3330,975,172,3386,0,3330,975,172,129,41,883115.62,68.95,10175.6
2026-03-06,4226.98,80871,3683,267.5,18053.76,3385,3714,290,19713.04,242,16345.83,194,96,6567.87,194,26,107,4,10392,4844,450,30027.36,8380,8184,1695,261,2132,6248,2092,682,118,144,30,928598.18,69.03,9935.98
2026-03-07,3981.57,68373,3319,257.4,17853.09,3170,3474,281,19320.69,235,16135.48,186,95,6518.77,186,38,113,8,9960,4677,434,29590.77,0,0,0,0,0,0,0,0,0,151,38,940070.09,69.12,10152.79
2026-03-08,4232.34,74557,3589,268.7,17821.76,3395,3725,286,19083.02,239,16098.52,191,95,6347.43,191,39,104,5,11096,5173,502,34072.38,1074,1047,263,42,1074,0,1047,263,42,134,31,902340.01,69.2,10014.63
2026-03-09,3917.5,73220,3476,252.6,17098.63,3144,3429,270,18344.88,226,15495.16,181,89,6130.48,181,35,117,7,10221,4840,458,31203.55,1155,1133,280,51,1155,0,1133,280,51,145,28,938087.51,69.28,9593.79
2026-03-10,3579.68,66663,3036,225.4,15270.5,2857,3119,239,17142.37,200,14261.65,156,83,5960.5,156,22,107,3,9488,4381,419,30416.64,1251,1227,316,51,1251,0,1227,316,51,146,31,944101.33,69.36,8513.32
2026-03-11,3599.07,62181,3152,236.9,15676.45,2907,3160,250,17600.31,209,14652.1,165,85,5925.06,165,22,116,3,9597,4525,438,31449.81,7983,7800,1532,245,1666,6317,1641,516,90,140,36,894131.76,69.44,8900.69
2026-03-12,3931.47,71740,3447,265.7,17355.48,3149,3422,283,19230.86,237,16255.87,187,96,6326.4,187,34,114,9,10563,4920,473,32291.7,9269,9062,1928,298,2815,6454,2769,817,136,145,24,915599.21,69.52,10190.76
2026-03-13,3994.21,64259,3214,259.7,17519.52,3196,3497,279,19210.2,234,16206.84,184,95,6645.17,184,30,107,9,9129,4328,396,26468.93,2229,2181,581,99,2229,0,2181,581,99,133,29,892648.08,69.59,9631.31
2026-03-14,4032.05,67527,3343,262.1,17692.43,3204,3546,276,19066.06,231,16189.63,182,94,6572.29,182,31,120,10,9652,4579,431,29428.57,3019,2967,961,174,3019,0,2967,961,174,162,34,916089.36,69.67,9726.35
2026-03-15,4152.78,71484,3593,256.0,17375.22,3314,3636,272,18910.12,228,15701.2,178,94,6416.76,178,31,111,10,9803,4615,433,30319.88,484,472,182,34,484,0,472,182,34,140,28,934239.28,69.74,9840.53
