Record ID,Deal Name,Deal Stage,Pipeline,Amount,Create Date,Close Date,Associated Contact ID,Deal owner,Google ad click id,Customer first order date
521118,Order 521118,Closed won,Ecommerce Pipeline,90.66,2026-02-08,2026-02-08,202489,PureGlow Storefront,Cj0KCQ42x00020408AbVxYz,2025-12-09
521119,Order 521119,Closed won,Ecommerce Pipeline,53.20,2026-02-08,2026-02-08,219904,PureGlow Storefront,Cj0KCQ42x00020409AbVxYz,2026-02-08
521120,Order 521120,Closed won,Ecommerce Pipeline,110.78,2026-02-08,2026-02-08,219905,PureGlow Storefront,Cj0KCQ42x00020410AbVxYz,2026-02-08
521121,Order 521121,Closed won,Ecommerce Pipeline,84.68,2026-02-08,2026-02-08,219906,PureGlow Storefront,Cj0KCQ42x00020411AbVxYz,2026-02-08
521122,Order 521122,Closed won,Ecommerce Pipeline,63.99,2026-02-08,2026-02-08,219907,PureGlow Storefront,Cj0KCQ42x00020412AbVxYz,2026-02-08
521123,Order 521123,Closed won,Ecommerce Pipeline,78.38,2026-02-08,2026-02-08,219908,PureGlow Storefront,Cj0KCQ42x00020413AbVxYz,2026-02-08
521124,Order 521124,Closed won,Ecommerce Pipeline,85.05,2026-02-08,2026-02-08,188880,PureGlow Storefront,Cj0KCQ42x00020414AbVxYz,2024-09-28
521125,Order 521125,Closed won,Ecommerce Pipeline,67.26,2026-02-08,2026-02-08,219909,PureGlow Storefront,Cj0KCQ42x00020415AbVxYz,2026-02-08
521126,Order 521126,Closed won,Ecommerce Pipeline,53.72,2026-02-08,2026-02-08,219910,PureGlow Storefront,Cj0KCQ42x00020416AbVxYz,2026-02-08
521127,Order 521127,Closed won,Ecommerce Pipeline,43.82,2026-02-08,2026-02-08,219911,PureGlow Storefront,,2026-02-08
521128,Order 521128,Closed won,Ecommerce Pipeline,69.02,2026-02-08,2026-02-08,219912,PureGlow Storefront,Cj0KCQ42x00020417AbVxYz,2026-02-08
521129,Order 521129,Closed won,Ecommerce Pipeline,70.15,2026-02-08,2026-02-08,219913,PureGlow Storefront,Cj0KCQ42x00020418AbVxYz,2026-02-08
521130,Order 521130,Closed won,Ecommerce Pipeline,85.51,2026-02-08,2026-02-08,219914,PureGlow Storefront,Cj0KCQ42x00020419AbVxYz,2026-02-08
521131,Order 521131,Closed won,Ecommerce Pipeline,113.73,2026-02-08,2026-02-08,188089,PureGlow Storefront,Cj0KCQ42x00020420AbVxYz,2025-09-25
521132,Order 521132,Closed won,Ecommerce Pipeline,59.32,2026-02-08,2026-02-08,219915,PureGlow Storefront,,2026-02-08
521133,Order 521133,Closed won,Ecommerce Pipeline,85.90,2026-02-08,2026-02-08,219916,PureGlow Storefront,Cj0KCQ42x00020421AbVxYz,2026-02-08
521134,Order 521134,Closed won,Ecommerce Pipeline,93.47,2026-02-08,2026-02-08,210605,PureGlow Storefront,Cj0KCQ42x00020422AbVxYz,2026-01-07
521135,Order 521135,Closed won,Ecommerce Pipeline,73.25,2026-02-08,2026-02-08,219917,PureGlow Storefront,Cj0KCQ42x00020423AbVxYz,2026-02-08
521136,Order 521136,Closed won,Ecommerce Pipeline,66.13,2026-02-08,2026-02-08,219918,PureGlow Storefront,Cj0KCQ42x00020424AbVxYz,2026-02-08
521137,Order 521137,Closed won,Ecommerce Pipeline,77.57,2026-02-08,2026-02-08,201304,PureGlow Storefront,,2025-12-05
521138,Order 521138,Closed won,Ecommerce Pipeline,99.31,2026-02-08,2026-02-08,201338,PureGlow Storefront,Cj0KCQ42x00020425AbVxYz,2025-12-05
521139,Order 521139,Closed won,Ecommerce Pipeline,55.85,2026-02-08,2026-02-08,219919,PureGlow Storefront,Cj0KCQ42x00020426AbVxYz,2026-02-08
521140,Order 521140,Closed won,Ecommerce Pipeline,59.56,2026-02-08,2026-02-08,219920,PureGlow Storefront,Cj0KCQ42x00020427AbVxYz,2026-02-08
521141,Order 521141,Closed won,Ecommerce Pipeline,61.24,2026-02-08,2026-02-08,219921,PureGlow Storefront,Cj0KCQ42x00020428AbVxYz,2026-02-08
521142,Order 521142,Closed won,Ecommerce Pipeline,68.26,2026-02-08,2026-02-08,219922,PureGlow Storefront,Cj0KCQ42x00020429AbVxYz,2026-02-08
521143,Order 521143,Closed won,Ecommerce Pipeline,71.24,2026-02-08,2026-02-08,219923,PureGlow Storefront,Cj0KCQ42x00020430AbVxYz,2026-02-08
521144,Order 521144,Closed won,Ecommerce Pipeline,69.49,2026-02-08,2026-02-08,215705,PureGlow Storefront,Cj0KCQ42x00020431AbVxYz,2026-01-25
521145,Order 521145,Closed won,Ecommerce Pipeline,78.17,2026-02-08,2026-02-08,153044,PureGlow Storefront,Cj0KCQ42x00020432AbVxYz,2025-04-20
521146,Order 521146,Closed won,Ecommerce Pipeline,50.40,2026-02-08,2026-02-08,219924,PureGlow Storefront,Cj0KCQ42x00020433AbVxYz,2026-02-08
521147,Order 521147,Closed won,Ecommerce Pipeline,48.29,2026-02-08,2026-02-08,219925,PureGlow Storefront,Cj0KCQ42x00020434AbVxYz,2026-02-08
521148,Order 521148,Closed won,Ecommerce Pipeline,67.87,2026-02-08,2026-02-08,219926,PureGlow Storefront,Cj0KCQ42x00020435AbVxYz,2026-02-08
521149,Order 521149,Closed won,Ecommerce Pipeline,72.16,2026-02-08,2026-02-08,219927,PureGlow Storefront,Cj0KCQ42x00020436AbVxYz,2026-02-08
521150,Order 521150,Closed won,Ecommerce Pipeline,47.50,2026-02-08,2026-02-08,219928,PureGlow Storefront,,2026-02-08
521151,Order 521151,Closed won,Ecommerce Pipeline,70.99,2026-02-08,2026-02-08,219929,PureGlow Storefront,Cj0KCQ42x00020437AbVxYz,2026-02-08
521152,Order 521152,Closed won,Ecommerce Pipeline,45.23,2026-02-08,2026-02-08,219930,PureGlow Storefront,Cj0KCQ42x00020438AbVxYz,2026-02-08
521153,Order 521153,Closed won,Ecommerce Pipeline,52.84,2026-02-08,2026-02-08,219931,PureGlow Storefront,Cj0KCQ42x00020439AbVxYz,2026-02-08
521154,Order 521154,Closed won,Ecommerce Pipeline,58.16,2026-02-08,2026-02-08,219932,PureGlow Storefront,Cj0KCQ42x00020440AbVxYz,2026-02-08
521155,Order 521155,Closed won,Ecommerce Pipeline,73.33,2026-02-08,2026-02-08,219933,PureGlow Storefront,Cj0KCQ42x00020441AbVxYz,2026-02-08
521156,Order 521156,Closed won,Ecommerce Pipeline,55.83,2026-02-08,2026-02-08,219934,PureGlow Storefront,Cj0KCQ42x00020442AbVxYz,2026-02-08
521157,Order 521157,Closed won,Ecommerce Pipeline,53.37,2026-02-08,2026-02-08,206076,PureGlow Storefront,Cj0KCQ42x00020443AbVxYz,2025-12-22
521158,Order 521158,Closed won,Ecommerce Pipeline,71.45,2026-02-08,2026-02-08,219935,PureGlow Storefront,Cj0KCQ42x00020444AbVxYz,2026-02-08
521159,Order 521159,Closed won,Ecommerce Pipeline,59.17,2026-02-08,2026-02-08,219936,PureGlow Storefront,Cj0KCQ42x00020445AbVxYz,2026-02-08
521160,Order 521160,Closed won,Ecommerce Pipeline,26.82,2026-02-08,2026-02-08,189986,PureGlow Storefront,Cj0KCQ42x00020446AbVxYz,2024-12-17
521161,Order 521161,Closed won,Ecommerce Pipeline,71.09,2026-02-08,2026-02-08,219937,PureGlow Storefront,Cj0KCQ42x00020447AbVxYz,2026-02-08
521162,Order 521162,Closed won,Ecommerce Pipeline,68.10,2026-02-08,2026-02-08,209498,PureGlow Storefront,Cj0KCQ42x00020448AbVxYz,2026-01-03
521163,Order 521163,Closed won,Ecommerce Pipeline,63.11,2026-02-08,2026-02-08,168633,PureGlow Storefront,Cj0KCQ42x00020449AbVxYz,2025-05-14
521164,Order 521164,Closed won,Ecommerce Pipeline,84.98,2026-02-08,2026-02-08,219938,PureGlow Storefront,Cj0KCQ42x00020450AbVxYz,2026-02-08
521165,Order 521165,Closed won,Ecommerce Pipeline,65.42,2026-02-08,2026-02-08,217171,PureGlow Storefront,Cj0KCQ42x00020451AbVxYz,2026-01-30
521166,Order 521166,Closed won,Ecommerce Pipeline,55.72,2026-02-08,2026-02-08,219939,PureGlow Storefront,Cj0KCQ42x00020452AbVxYz,2026-02-08
521167,Order 521167,Closed won,Ecommerce Pipeline,98.16,2026-02-08,2026-02-08,210100,PureGlow Storefront,,2026-01-05
521168,Order 521168,Closed won,Ecommerce Pipeline,106.36,2026-02-08,2026-02-08,219940,PureGlow Storefront,,2026-02-08
521169,Order 521169,Closed won,Ecommerce Pipeline,46.28,2026-02-08,2026-02-08,219941,PureGlow Storefront,Cj0KCQ42x00020453AbVxYz,2026-02-08
521170,Order 521170,Closed won,Ecommerce Pipeline,67.61,2026-02-08,2026-02-08,189103,PureGlow Storefront,Cj0KCQ42x00020454AbVxYz,2025-09-11
521171,Order 521171,Closed won,Ecommerce Pipeline,76.12,2026-02-08,2026-02-08,211699,PureGlow Storefront,Cj0KCQ42x00020455AbVxYz,2026-01-11
521172,Order 521172,Closed won,Ecommerce Pipeline,35.41,2026-02-08,2026-02-08,211783,PureGlow Storefront,Cj0KCQ42x00020456AbVxYz,2026-01-11
521173,Order 521173,Closed won,Ecommerce Pipeline,66.11,2026-02-08,2026-02-08,219942,PureGlow Storefront,Cj0KCQ42x00020457AbVxYz,2026-02-08
521174,Order 521174,Closed won,Ecommerce Pipeline,89.41,2026-02-08,2026-02-08,219943,PureGlow Storefront,Cj0KCQ42x00020458AbVxYz,2026-02-08
521175,Order 521175,Closed won,Ecommerce Pipeline,69.40,2026-02-08,2026-02-08,210278,PureGlow Storefront,Cj0KCQ42x00020459AbVxYz,2026-01-06
521176,Order 521176,Closed won,Ecommerce Pipeline,94.05,2026-02-08,2026-02-08,219944,PureGlow Storefront,Cj0KCQ42x00020460AbVxYz,2026-02-08
521177,Order 521177,Closed won,Ecommerce Pipeline,62.25,2026-02-08,2026-02-08,219945,PureGlow Storefront,Cj0KCQ42x00020461AbVxYz,2026-02-08
521178,Order 521178,Closed won,Ecommerce Pipeline,80.27,2026-02-08,2026-02-08,219946,PureGlow Storefront,Cj0KCQ42x00020462AbVxYz,2026-02-08
521179,Order 521179,Closed won,Ecommerce Pipeline,94.45,2026-02-08,2026-02-08,219947,PureGlow Storefront,Cj0KCQ42x00020463AbVxYz,2026-02-08
521180,Order 521180,Closed won,Ecommerce Pipeline,76.79,2026-02-08,2026-02-08,202654,PureGlow Storefront,Cj0KCQ42x00020464AbVxYz,2025-12-10
521181,Order 521181,Closed won,Ecommerce Pipeline,50.65,2026-02-08,2026-02-08,219948,PureGlow Storefront,Cj0KCQ42x00020465AbVxYz,2026-02-08
521182,Order 521182,Closed won,Ecommerce Pipeline,90.01,2026-02-08,2026-02-08,200161,PureGlow Storefront,Cj0KCQ42x00020466AbVxYz,2025-12-01
521183,Order 521183,Closed won,Ecommerce Pipeline,73.24,2026-02-08,2026-02-08,219949,PureGlow Storefront,Cj0KCQ42x00020467AbVxYz,2026-02-08
521184,Order 521184,Closed won,Ecommerce Pipeline,21.31,2026-02-08,2026-02-08,219950,PureGlow Storefront,Cj0KCQ42x00020468AbVxYz,2026-02-08
521185,Order 521185,Closed won,Ecommerce Pipeline,56.90,2026-02-08,2026-02-08,219951,PureGlow Storefront,Cj0KCQ42x00020469AbVxYz,2026-02-08
521186,Order 521186,Closed won,Ecommerce Pipeline,58.62,2026-02-08,2026-02-08,145704,PureGlow Storefront,Cj0KCQ42x00020470AbVxYz,2025-06-02
521187,Order 521187,Closed won,Ecommerce Pipeline,78.84,2026-02-08,2026-02-08,219952,PureGlow Storefront,Cj0KCQ42x00020471AbVxYz,2026-02-08
521188,Order 521188,Closed won,Ecommerce Pipeline,37.37,2026-02-08,2026-02-08,180615,PureGlow Storefront,Cj0KCQ42x00020472AbVxYz,2025-01-13
521189,Order 521189,Closed won,Ecommerce Pipeline,18.00,2026-02-08,2026-02-08,219953,PureGlow Storefront,Cj0KCQ42x00020473AbVxYz,2026-02-08
521190,Order 521190,Closed won,Ecommerce Pipeline,24.10,2026-02-08,2026-02-08,187890,PureGlow Storefront,Cj0KCQ42x00020474AbVxYz,2024-10-17
521191,Order 521191,Closed won,Ecommerce Pipeline,66.65,2026-02-08,2026-02-08,219954,PureGlow Storefront,Cj0KCQ42x00020475AbVxYz,2026-02-08
521192,Order 521192,Closed won,Ecommerce Pipeline,85.15,2026-02-08,2026-02-08,219955,PureGlow Storefront,Cj0KCQ42x00020476AbVxYz,2026-02-08
521193,Order 521193,Closed won,Ecommerce Pipeline,70.07,2026-02-08,2026-02-08,219956,PureGlow Storefront,Cj0KCQ42x00020477AbVxYz,2026-02-08
521194,Order 521194,Closed won,Ecommerce Pipeline,37.68,2026-02-08,2026-02-08,219957,PureGlow Storefront,Cj0KCQ42x00020478AbVxYz,2026-02-08
521195,Order 521195,Closed won,Ecommerce Pipeline,67.33,2026-02-08,2026-02-08,219958,PureGlow Storefront,Cj0KCQ42x00020479AbVxYz,2026-02-08
521196,Order 521196,Closed won,Ecommerce Pipeline,73.09,2026-02-08,2026-02-08,219959,PureGlow Storefront,Cj0KCQ42x00020480AbVxYz,2026-02-08
521197,Order 521197,Closed won,Ecommerce Pipeline,66.33,2026-02-08,2026-02-08,219960,PureGlow Storefront,Cj0KCQ42x00020481AbVxYz,2026-02-08
521198,Order 521198,Closed won,Ecommerce Pipeline,92.84,2026-02-08,2026-02-08,219961,PureGlow Storefront,Cj0KCQ42x00020482AbVxYz,2026-02-08
521199,Order 521199,Closed won,Ecommerce Pipeline,19.23,2026-02-08,2026-02-08,219962,PureGlow Storefront,Cj0KCQ42x00020483AbVxYz,2026-02-08
521200,Order 521200,Closed won,Ecommerce Pipeline,84.43,2026-02-08,2026-02-08,132202,PureGlow Storefront,,2025-08-11
521201,Order 521201,Closed won,Ecommerce Pipeline,40.39,2026-02-08,2026-02-08,174586,PureGlow Storefront,Cj0KCQ42x00020484AbVxYz,2025-08-05
521202,Order 521202,Closed won,Ecommerce Pipeline,70.38,2026-02-08,2026-02-08,208533,PureGlow Storefront,Cj0KCQ42x00020485AbVxYz,2025-12-31
521203,Order 521203,Closed won,Ecommerce Pipeline,64.97,2026-02-08,2026-02-08,210032,PureGlow Storefront,Cj0KCQ42x00020486AbVxYz,2026-01-05
521204,Order 521204,Closed won,Ecommerce Pipeline,90.53,2026-02-08,2026-02-08,151763,PureGlow Storefront,Cj0KCQ42x00020487AbVxYz,2025-01-29
521205,Order 521205,Closed won,Ecommerce Pipeline,95.82,2026-02-08,2026-02-08,205084,PureGlow Storefront,Cj0KCQ42x00020488AbVxYz,2025-12-19
521206,Order 521206,Closed won,Ecommerce Pipeline,65.57,2026-02-08,2026-02-08,219963,PureGlow Storefront,Cj0KCQ42x00020489AbVxYz,2026-02-08
521207,Order 521207,Closed won,Ecommerce Pipeline,91.25,2026-02-08,2026-02-08,219964,PureGlow Storefront,Cj0KCQ42x00020490AbVxYz,2026-02-08
521208,Order 521208,Closed won,Ecommerce Pipeline,75.14,2026-02-08,2026-02-08,156370,PureGlow Storefront,Cj0KCQ42x00020491AbVxYz,2025-06-04
521209,Order 521209,Closed won,Ecommerce Pipeline,45.39,2026-02-08,2026-02-08,219965,PureGlow Storefront,Cj0KCQ42x00020492AbVxYz,2026-02-08
521210,Order 521210,Closed won,Ecommerce Pipeline,61.49,2026-02-08,2026-02-08,219966,PureGlow Storefront,Cj0KCQ42x00020493AbVxYz,2026-02-08
521211,Order 521211,Closed won,Ecommerce Pipeline,66.27,2026-02-08,2026-02-08,181471,PureGlow Storefront,,2025-04-12
521212,Order 521212,Closed won,Ecommerce Pipeline,74.67,2026-02-08,2026-02-08,219967,PureGlow Storefront,,2026-02-08
521213,Order 521213,Closed won,Ecommerce Pipeline,86.95,2026-02-08,2026-02-08,219968,PureGlow Storefront,,2026-02-08
521214,Order 521214,Closed won,Ecommerce Pipeline,82.19,2026-02-08,2026-02-08,219969,PureGlow Storefront,,2026-02-08
521215,Order 521215,Closed won,Ecommerce Pipeline,50.54,2026-02-08,2026-02-08,219970,PureGlow Storefront,,2026-02-08
521216,Order 521216,Closed won,Ecommerce Pipeline,74.95,2026-02-08,2026-02-08,219971,PureGlow Storefront,,2026-02-08
521217,Order 521217,Closed won,Ecommerce Pipeline,55.14,2026-02-08,2026-02-08,219972,PureGlow Storefront,,2026-02-08
521218,Order 521218,Closed won,Ecommerce Pipeline,77.36,2026-02-08,2026-02-08,117592,PureGlow Storefront,,2025-07-24
521219,Order 521219,Closed won,Ecommerce Pipeline,74.98,2026-02-08,2026-02-08,219973,PureGlow Storefront,,2026-02-08
521220,Order 521220,Closed won,Ecommerce Pipeline,69.29,2026-02-08,2026-02-08,219974,PureGlow Storefront,,2026-02-08
521221,Order 521221,Closed won,Ecommerce Pipeline,66.35,2026-02-08,2026-02-08,216050,PureGlow Storefront,,2026-01-26
521222,Order 521222,Closed won,Ecommerce Pipeline,89.30,2026-02-08,2026-02-08,219557,PureGlow Storefront,,2026-02-07
521223,Order 521223,Closed won,Ecommerce Pipeline,81.69,2026-02-08,2026-02-08,206770,PureGlow Storefront,,2025-12-25
521224,Order 521224,Closed won,Ecommerce Pipeline,65.26,2026-02-08,2026-02-08,219975,PureGlow Storefront,,2026-02-08
521225,Order 521225,Closed won,Ecommerce Pipeline,94.17,2026-02-08,2026-02-08,219976,PureGlow Storefront,,2026-02-08
521226,Order 521226,Closed won,Ecommerce Pipeline,71.21,2026-02-08,2026-02-08,161250,PureGlow Storefront,,2024-12-23
521227,Order 521227,Closed won,Ecommerce Pipeline,74.57,2026-02-08,2026-02-08,151634,PureGlow Storefront,,2025-05-29
521228,Order 521228,Closed won,Ecommerce Pipeline,73.94,2026-02-08,2026-02-08,219977,PureGlow Storefront,,2026-02-08
521229,Order 521229,Closed won,Ecommerce Pipeline,91.29,2026-02-08,2026-02-08,189458,PureGlow Storefront,,2025-04-23
521230,Open Deal 521230,Qualified to buy,Ecommerce Pipeline,884.24,2026-02-08,,219978,PureGlow Storefront,,
521231,Open Deal 521231,Decision maker bought-in,Ecommerce Pipeline,673.07,2026-02-08,,219979,PureGlow Storefront,,
521232,Open Deal 521232,Qualified to buy,Ecommerce Pipeline,439.10,2026-02-08,,219980,PureGlow Storefront,,
521233,Open Deal 521233,Decision maker bought-in,Ecommerce Pipeline,629.19,2026-02-08,,219981,PureGlow Storefront,,
521234,Order 521234,Closed won,Ecommerce Pipeline,29.78,2026-02-09,2026-02-09,220074,PureGlow Storefront,Cj0KCQ42x00020529AbVxYz,2026-02-09
521235,Order 521235,Closed won,Ecommerce Pipeline,96.44,2026-02-09,2026-02-09,220075,PureGlow Storefront,Cj0KCQ42x00020530AbVxYz,2026-02-09
521236,Order 521236,Closed won,Ecommerce Pipeline,131.33,2026-02-09,2026-02-09,220076,PureGlow Storefront,Cj0KCQ42x00020531AbVxYz,2026-02-09
521237,Order 521237,Closed won,Ecommerce Pipeline,103.04,2026-02-09,2026-02-09,202382,PureGlow Storefront,Cj0KCQ42x00020532AbVxYz,2025-12-09
521238,Order 521238,Closed won,Ecommerce Pipeline,94.79,2026-02-09,2026-02-09,220077,PureGlow Storefront,Cj0KCQ42x00020533AbVxYz,2026-02-09
521239,Order 521239,Closed won,Ecommerce Pipeline,32.23,2026-02-09,2026-02-09,200699,PureGlow Storefront,Cj0KCQ42x00020534AbVxYz,2025-12-03
521240,Order 521240,Closed won,Ecommerce Pipeline,95.73,2026-02-09,2026-02-09,187789,PureGlow Storefront,Cj0KCQ42x00020535AbVxYz,2024-12-12
521241,Order 521241,Closed won,Ecommerce Pipeline,98.30,2026-02-09,2026-02-09,220078,PureGlow Storefront,Cj0KCQ42x00020536AbVxYz,2026-02-09
521242,Order 521242,Closed won,Ecommerce Pipeline,54.62,2026-02-09,2026-02-09,123426,PureGlow Storefront,Cj0KCQ42x00020537AbVxYz,2024-10-03
521243,Order 521243,Closed won,Ecommerce Pipeline,44.91,2026-02-09,2026-02-09,220079,PureGlow Storefront,Cj0KCQ42x00020538AbVxYz,2026-02-09
521244,Order 521244,Closed won,Ecommerce Pipeline,72.05,2026-02-09,2026-02-09,189477,PureGlow Storefront,Cj0KCQ42x00020539AbVxYz,2025-10-02
521245,Order 521245,Closed won,Ecommerce Pipeline,84.05,2026-02-09,2026-02-09,220080,PureGlow Storefront,Cj0KCQ42x00020540AbVxYz,2026-02-09
521246,Order 521246,Closed won,Ecommerce Pipeline,58.08,2026-02-09,2026-02-09,214815,PureGlow Storefront,Cj0KCQ42x00020541AbVxYz,2026-01-22
521247,Order 521247,Closed won,Ecommerce Pipeline,73.39,2026-02-09,2026-02-09,189638,PureGlow Storefront,Cj0KCQ42x00020542AbVxYz,2025-03-13
521248,Order 521248,Closed won,Ecommerce Pipeline,53.64,2026-02-09,2026-02-09,220081,PureGlow Storefront,Cj0KCQ42x00020543AbVxYz,2026-02-09
521249,Order 521249,Closed won,Ecommerce Pipeline,63.89,2026-02-09,2026-02-09,220082,PureGlow Storefront,Cj0KCQ42x00020544AbVxYz,2026-02-09
521250,Order 521250,Closed won,Ecommerce Pipeline,63.57,2026-02-09,2026-02-09,220083,PureGlow Storefront,Cj0KCQ42x00020545AbVxYz,2026-02-09
521251,Order 521251,Closed won,Ecommerce Pipeline,91.80,2026-02-09,2026-02-09,220084,PureGlow Storefront,Cj0KCQ42x00020546AbVxYz,2026-02-09
521252,Order 521252,Closed won,Ecommerce Pipeline,81.18,2026-02-09,2026-02-09,220085,PureGlow Storefront,Cj0KCQ42x00020547AbVxYz,2026-02-09
521253,Order 521253,Closed won,Ecommerce Pipeline,57.51,2026-02-09,2026-02-09,220086,PureGlow Storefront,,2026-02-09
521254,Order 521254,Closed won,Ecommerce Pipeline,77.28,2026-02-09,2026-02-09,220087,PureGlow Storefront,Cj0KCQ42x00020548AbVxYz,2026-02-09
521255,Order 521255,Closed won,Ecommerce Pipeline,50.47,2026-02-09,2026-02-09,205571,PureGlow Storefront,Cj0KCQ42x00020549AbVxYz,2026-02-09
521256,Order 521256,Closed won,Ecommerce Pipeline,37.84,2026-02-09,2026-02-09,220088,PureGlow Storefront,Cj0KCQ42x00020550AbVxYz,2026-02-09
521257,Order 521257,Closed won,Ecommerce Pipeline,30.90,2026-02-09,2026-02-09,141365,PureGlow Storefront,Cj0KCQ42x00020551AbVxYz,2025-03-24
521258,Order 521258,Closed won,Ecommerce Pipeline,73.02,2026-02-09,2026-02-09,213143,PureGlow Storefront,Cj0KCQ42x00020552AbVxYz,2026-01-16
521259,Order 521259,Closed won,Ecommerce Pipeline,89.90,2026-02-09,2026-02-09,220089,PureGlow Storefront,Cj0KCQ42x00020553AbVxYz,2026-02-09
521260,Order 521260,Closed won,Ecommerce Pipeline,88.79,2026-02-09,2026-02-09,220090,PureGlow Storefront,Cj0KCQ42x00020554AbVxYz,2026-02-09
521261,Order 521261,Closed won,Ecommerce Pipeline,76.59,2026-02-09,2026-02-09,220091,PureGlow Storefront,,2026-02-09
521262,Order 521262,Closed won,Ecommerce Pipeline,101.62,2026-02-09,2026-02-09,220092,PureGlow Storefront,Cj0KCQ42x00020555AbVxYz,2026-02-09
521263,Order 521263,Closed won,Ecommerce Pipeline,58.33,2026-02-09,2026-02-09,220093,PureGlow Storefront,,2026-02-09
521264,Order 521264,Closed won,Ecommerce Pipeline,85.47,2026-02-09,2026-02-09,200363,PureGlow Storefront,Cj0KCQ42x00020556AbVxYz,2026-02-09
521265,Order 521265,Closed won,Ecommerce Pipeline,97.23,2026-02-09,2026-02-09,220094,PureGlow Storefront,Cj0KCQ42x00020557AbVxYz,2026-02-09
521266,Order 521266,Closed won,Ecommerce Pipeline,59.21,2026-02-09,2026-02-09,189016,PureGlow Storefront,,2025-02-11
521267,Order 521267,Closed won,Ecommerce Pipeline,67.26,2026-02-09,2026-02-09,211688,PureGlow Storefront,Cj0KCQ42x00020558AbVxYz,2026-01-11
521268,Order 521268,Closed won,Ecommerce Pipeline,68.02,2026-02-09,2026-02-09,216835,PureGlow Storefront,Cj0KCQ42x00020559AbVxYz,2026-01-29
521269,Order 521269,Closed won,Ecommerce Pipeline,45.55,2026-02-09,2026-02-09,126722,PureGlow Storefront,Cj0KCQ42x00020560AbVxYz,2025-05-05
521270,Order 521270,Closed won,Ecommerce Pipeline,93.23,2026-02-09,2026-02-09,201199,PureGlow Storefront,Cj0KCQ42x00020561AbVxYz,2025-12-05
521271,Order 521271,Closed won,Ecommerce Pipeline,54.53,2026-02-09,2026-02-09,220095,PureGlow Storefront,Cj0KCQ42x00020562AbVxYz,2026-02-09
521272,Order 521272,Closed won,Ecommerce Pipeline,82.65,2026-02-09,2026-02-09,220096,PureGlow Storefront,Cj0KCQ42x00020563AbVxYz,2026-02-09
521273,Order 521273,Closed won,Ecommerce Pipeline,42.90,2026-02-09,2026-02-09,220097,PureGlow Storefront,Cj0KCQ42x00020564AbVxYz,2026-02-09
521274,Order 521274,Closed won,Ecommerce Pipeline,81.86,2026-02-09,2026-02-09,137288,PureGlow Storefront,Cj0KCQ42x00020565AbVxYz,2025-09-17
521275,Order 521275,Closed won,Ecommerce Pipeline,92.72,2026-02-09,2026-02-09,220098,PureGlow Storefront,Cj0KCQ42x00020566AbVxYz,2026-02-09
521276,Order 521276,Closed won,Ecommerce Pipeline,76.65,2026-02-09,2026-02-09,207931,PureGlow Storefront,Cj0KCQ42x00020567AbVxYz,2025-12-29
521277,Order 521277,Closed won,Ecommerce Pipeline,62.22,2026-02-09,2026-02-09,220099,PureGlow Storefront,Cj0KCQ42x00020568AbVxYz,2026-02-09
521278,Order 521278,Closed won,Ecommerce Pipeline,116.38,2026-02-09,2026-02-09,220100,PureGlow Storefront,Cj0KCQ42x00020569AbVxYz,2026-02-09
521279,Order 521279,Closed won,Ecommerce Pipeline,67.08,2026-02-09,2026-02-09,220101,PureGlow Storefront,Cj0KCQ42x00020570AbVxYz,2026-02-09
521280,Order 521280,Closed won,Ecommerce Pipeline,42.03,2026-02-09,2026-02-09,145902,PureGlow Storefront,Cj0KCQ42x00020571AbVxYz,2025-04-20
521281,Order 521281,Closed won,Ecommerce Pipeline,86.23,2026-02-09,2026-02-09,213490,PureGlow Storefront,Cj0KCQ42x00020572AbVxYz,2026-01-17
521282,Order 521282,Closed won,Ecommerce Pipeline,61.24,2026-02-09,2026-02-09,220102,PureGlow Storefront,Cj0KCQ42x00020573AbVxYz,2026-02-09
521283,Order 521283,Closed won,Ecommerce Pipeline,18.00,2026-02-09,2026-02-09,200205,PureGlow Storefront,Cj0KCQ42x00020574AbVxYz,2025-12-01
521284,Order 521284,Closed won,Ecommerce Pipeline,74.80,2026-02-09,2026-02-09,175353,PureGlow Storefront,Cj0KCQ42x00020575AbVxYz,2025-01-23
521285,Order 521285,Closed won,Ecommerce Pipeline,63.24,2026-02-09,2026-02-09,204845,PureGlow Storefront,Cj0KCQ42x00020576AbVxYz,2025-12-18
521286,Order 521286,Closed won,Ecommerce Pipeline,66.57,2026-02-09,2026-02-09,220103,PureGlow Storefront,Cj0KCQ42x00020577AbVxYz,2026-02-09
521287,Order 521287,Closed won,Ecommerce Pipeline,68.29,2026-02-09,2026-02-09,220104,PureGlow Storefront,Cj0KCQ42x00020578AbVxYz,2026-02-09
521288,Order 521288,Closed won,Ecommerce Pipeline,90.07,2026-02-09,2026-02-09,220105,PureGlow Storefront,Cj0KCQ42x00020579AbVxYz,2026-02-09
521289,Order 521289,Closed won,Ecommerce Pipeline,84.82,2026-02-09,2026-02-09,209371,PureGlow Storefront,Cj0KCQ42x00020580AbVxYz,2026-01-03
521290,Order 521290,Closed won,Ecommerce Pipeline,88.95,2026-02-09,2026-02-09,220106,PureGlow Storefront,Cj0KCQ42x00020581AbVxYz,2026-02-09
