# ----------------------------------------
# Google Analytics 4 - Landing page report
# Start date: 20250401
# End date: 20260430
# ----------------------------------------
Date,Landing page,Sessions,Engaged sessions,Bounce rate,Conversions,Total revenue
20250826,/lp/spf-bundle-20-off,2079,1009,0.5147,123,7505.84
20250826,/lp/skincare-routine-quiz,1294,580,0.5520,44,2745.76
20250826,/products/vitamin-c-serum,828,372,0.5503,31,1908.99
20250826,/collections/bestsellers,603,239,0.6041,15,992.81
20250826,/,480,156,0.6760,7,451.64
20250827,/lp/free-serum-sample,2184,845,0.6133,74,4682.45
20250827,/lp/spf-bundle-20-off,1877,918,0.5107,107,6628.60
20250827,/lp/skincare-routine-quiz,1275,547,0.5706,39,2488.86
20250827,/products/vitamin-c-serum,819,361,0.5596,31,1891.96
20250827,/collections/bestsellers,620,245,0.6044,15,992.28
20250827,/,455,148,0.6758,6,382.65
20250828,/lp/free-serum-sample,2049,815,0.6024,68,4440.41
20250828,/lp/spf-bundle-20-off,1796,890,0.5046,107,6982.93
20250828,/lp/skincare-routine-quiz,1319,572,0.5662,43,2878.48
20250828,/products/vitamin-c-serum,875,394,0.5497,35,2248.45
20250828,/collections/bestsellers,616,231,0.6250,15,930.22
20250828,/,462,141,0.6938,7,455.02
20250829,/lp/free-serum-sample,2192,841,0.6163,73,4918.06
20250829,/lp/spf-bundle-20-off,1934,947,0.5101,112,7515.85
20250829,/lp/skincare-routine-quiz,1484,650,0.5618,49,3100.37
20250829,/products/vitamin-c-serum,914,425,0.5353,36,2278.41
20250829,/collections/bestsellers,675,269,0.6018,16,1107.67
20250829,/,488,144,0.7057,7,456.20
20250830,/lp/free-serum-sample,1959,765,0.6095,66,4251.09
20250830,/lp/spf-bundle-20-off,1955,961,0.5084,109,6864.05
20250830,/lp/skincare-routine-quiz,1207,510,0.5773,41,2648.70
20250830,/products/vitamin-c-serum,796,371,0.5340,31,2139.12
20250830,/collections/bestsellers,586,224,0.6180,15,937.55
20250830,/,454,132,0.7098,6,391.46
20250831,/lp/free-serum-sample,2078,830,0.6008,74,4914.58
20250831,/lp/spf-bundle-20-off,1934,920,0.5244,109,6890.96
20250831,/lp/skincare-routine-quiz,1165,487,0.5817,37,2414.58
20250831,/products/vitamin-c-serum,799,376,0.5294,31,2058.12
20250831,/collections/bestsellers,572,227,0.6024,15,932.30
20250831,/,434,136,0.6876,6,399.82
20250901,/lp/free-serum-sample,2187,847,0.6125,76,5041.88
20250901,/lp/spf-bundle-20-off,1980,980,0.5053,113,7089.20
20250901,/lp/skincare-routine-quiz,1314,555,0.5776,44,2827.96
20250901,/products/vitamin-c-serum,937,416,0.5555,35,2408.37
20250901,/collections/bestsellers,629,246,0.6096,16,1036.63
20250901,/,477,156,0.6726,6,394.76
20250902,/lp/free-serum-sample,2128,830,0.6101,72,4885.15
20250902,/lp/spf-bundle-20-off,2044,980,0.5207,118,7220.12
20250902,/lp/skincare-routine-quiz,1409,586,0.5838,45,2949.81
20250902,/products/vitamin-c-serum,886,394,0.5552,33,2139.12
20250902,/collections/bestsellers,587,229,0.6094,14,945.12
20250902,/,484,141,0.7078,7,434.28
20250903,/lp/free-serum-sample,2254,858,0.6193,78,4928.90
20250903,/lp/spf-bundle-20-off,1987,994,0.4996,108,6730.08
20250903,/lp/skincare-routine-quiz,1540,687,0.5541,48,3030.74
20250903,/products/vitamin-c-serum,932,412,0.5582,36,2434.05
20250903,/collections/bestsellers,606,232,0.6176,15,962.42
20250903,/,443,145,0.6725,6,386.52
20250904,/lp/free-serum-sample,2135,791,0.6293,71,4407.68
20250904,/lp/spf-bundle-20-off,2039,1020,0.4998,119,7448.47
20250904,/lp/skincare-routine-quiz,1244,528,0.5759,40,2696.57
20250904,/products/vitamin-c-serum,872,384,0.5600,32,2005.48
20250904,/collections/bestsellers,610,239,0.6075,15,1038.53
20250904,/,462,135,0.7082,7,479.62
20250905,/lp/free-serum-sample,2226,829,0.6275,80,5348.64
20250905,/lp/spf-bundle-20-off,2192,1094,0.5009,119,7842.07
20250905,/lp/skincare-routine-quiz,1454,645,0.5564,51,3259.92
20250905,/products/vitamin-c-serum,964,441,0.5428,38,2356.11
20250905,/collections/bestsellers,692,268,0.6123,17,1100.70
20250905,/,519,163,0.6850,7,462.19
20250906,/lp/free-serum-sample,2489,1002,0.5976,93,6294.39
20250906,/lp/spf-bundle-20-off,1998,985,0.5071,110,7487.61
20250906,/lp/skincare-routine-quiz,1417,604,0.5737,47,3068.93
20250906,/products/vitamin-c-serum,918,410,0.5533,35,2351.25
20250906,/collections/bestsellers,675,265,0.6074,17,1180.01
20250906,/,461,135,0.7071,6,397.18
20250907,/lp/free-serum-sample,2457,932,0.6205,85,5864.80
20250907,/lp/spf-bundle-20-off,2104,1029,0.5109,124,8440.82
20250907,/lp/skincare-routine-quiz,1471,661,0.5505,49,3240.21
20250907,/products/vitamin-c-serum,936,422,0.5493,35,2361.98
20250907,/collections/bestsellers,696,258,0.6293,17,1075.11
20250907,/,481,141,0.7079,7,477.46
20250908,/lp/free-serum-sample,2256,828,0.6331,83,5221.93
20250908,/lp/spf-bundle-20-off,1941,949,0.5109,115,7543.24
20250908,/lp/skincare-routine-quiz,1386,581,0.5808,48,3100.72
20250908,/products/vitamin-c-serum,848,374,0.5588,33,2224.82
20250908,/collections/bestsellers,634,240,0.6209,16,1055.62
20250908,/,459,135,0.7066,6,383.19
20250909,/lp/free-serum-sample,2180,846,0.6120,73,4868.97
20250909,/lp/spf-bundle-20-off,1762,846,0.5198,108,6831.08
20250909,/lp/skincare-routine-quiz,1298,548,0.5776,43,2826.60
20250909,/products/vitamin-c-serum,793,360,0.5458,29,1889.12
20250909,/collections/bestsellers,570,215,0.6226,15,1014.92
20250909,/,402,117,0.7088,6,405.74
20250910,/lp/free-serum-sample,2223,831,0.6261,75,5076.15
20250910,/lp/spf-bundle-20-off,1790,856,0.5220,98,6408.36
20250910,/lp/skincare-routine-quiz,1226,523,0.5737,39,2432.46
20250910,/products/vitamin-c-serum,825,375,0.5456,31,1985.38
20250910,/collections/bestsellers,623,248,0.6018,16,1078.29
20250910,/,450,136,0.6968,6,374.18
20250911,/lp/free-serum-sample,1940,749,0.6139,66,4157.91
20250911,/lp/spf-bundle-20-off,1830,903,0.5064,102,7000.60
20250911,/lp/skincare-routine-quiz,1185,522,0.5593,37,2543.66
20250911,/products/vitamin-c-serum,798,361,0.5481,31,2078.99
20250911,/collections/bestsellers,546,211,0.6138,14,869.30
20250911,/,383,125,0.6730,5,349.66
20250912,/lp/free-serum-sample,2527,986,0.6097,88,5958.96
20250912,/lp/spf-bundle-20-off,1948,942,0.5162,119,7957.74
20250912,/lp/skincare-routine-quiz,1421,631,0.5560,45,3014.06
20250912,/products/vitamin-c-serum,1004,460,0.5419,38,2313.68
20250912,/collections/bestsellers,607,236,0.6106,15,918.21
20250912,/,469,143,0.6944,7,459.48
20250913,/lp/free-serum-sample,2176,869,0.6007,81,5475.31
20250913,/lp/spf-bundle-20-off,2113,1068,0.4945,124,8142.83
20250913,/lp/skincare-routine-quiz,1438,626,0.5646,50,3240.29
20250913,/products/vitamin-c-serum,958,445,0.5352,38,2490.89
20250913,/collections/bestsellers,585,234,0.5999,14,920.36
20250913,/,426,135,0.6839,6,396.49
20250914,/lp/free-serum-sample,2524,971,0.6154,86,5668.61
20250914,/lp/spf-bundle-20-off,2070,1005,0.5143,118,7437.43
20250914,/lp/skincare-routine-quiz,1504,680,0.5482,48,2973.44
20250914,/products/vitamin-c-serum,916,420,0.5410,35,2186.95
20250914,/collections/bestsellers,655,245,0.6254,16,1073.64
20250914,/,489,162,0.6694,7,426.26
20250915,/lp/free-serum-sample,1973,741,0.6245,74,4919.64
20250915,/lp/spf-bundle-20-off,1920,943,0.5087,114,8021.50
20250915,/lp/skincare-routine-quiz,1163,515,0.5573,38,2538.15
20250915,/products/vitamin-c-serum,892,401,0.5501,34,2196.55
20250915,/collections/bestsellers,518,208,0.5983,13,846.62
20250915,/,420,125,0.7015,6,386.42
20250916,/lp/free-serum-sample,2107,802,0.6195,74,4727.99
20250916,/lp/spf-bundle-20-off,1925,961,0.5007,106,7166.66
20250916,/lp/skincare-routine-quiz,1211,536,0.5571,39,2594.24
20250916,/products/vitamin-c-serum,873,410,0.5307,33,2300.53
20250916,/collections/bestsellers,577,231,0.6004,15,964.72
20250916,/,433,135,0.6884,6,400.62
20250917,/lp/free-serum-sample,2579,984,0.6183,91,6147.95
20250917,/lp/spf-bundle-20-off,2180,1085,0.5022,127,8238.70
20250917,/lp/skincare-routine-quiz,1483,673,0.5462,49,3116.93
20250917,/products/vitamin-c-serum,905,411,0.5460,37,2376.84
20250917,/collections/bestsellers,660,256,0.6117,17,1075.21
20250917,/,492,145,0.7054,7,456.28
20250918,/lp/free-serum-sample,2054,771,0.6245,71,4601.10
20250918,/lp/spf-bundle-20-off,1791,890,0.5033,98,6703.40
20250918,/lp/skincare-routine-quiz,1324,585,0.5579,42,2594.68
20250918,/products/vitamin-c-serum,843,399,0.5271,33,2212.60
20250918,/collections/bestsellers,558,209,0.6263,15,1006.41
20250918,/,432,132,0.6954,6,385.27
20250919,/lp/free-serum-sample,2332,910,0.6099,83,5428.91
20250919,/lp/spf-bundle-20-off,1941,948,0.5114,108,7535.52
20250919,/lp/skincare-routine-quiz,1479,631,0.5734,49,3304.10
20250919,/products/vitamin-c-serum,870,396,0.5453,34,2136.09
20250919,/collections/bestsellers,602,224,0.6273,15,1001.61
20250919,/,502,165,0.6718,7,482.25
20250920,/lp/free-serum-sample,2348,919,0.6086,87,5460.39
20250920,/lp/spf-bundle-20-off,2069,996,0.5186,121,7535.51
20250920,/lp/skincare-routine-quiz,1393,615,0.5586,44,2789.01
20250920,/products/vitamin-c-serum,975,439,0.5501,38,2357.28
20250920,/collections/bestsellers,599,225,0.6240,16,1012.08
20250920,/,505,165,0.6729,7,428.86
20250921,/lp/free-serum-sample,2313,911,0.6062,80,5238.58
20250921,/lp/spf-bundle-20-off,2057,1020,0.5043,122,7863.94
20250921,/lp/skincare-routine-quiz,1277,575,0.5499,43,2782.16
20250921,/products/vitamin-c-serum,909,412,0.5466,35,2311.80
20250921,/collections/bestsellers,603,229,0.6196,15,988.15
20250921,/,425,133,0.6863,6,400.27
20250922,/lp/free-serum-sample,2073,788,0.6197,76,5264.85
20250922,/lp/spf-bundle-20-off,1921,969,0.4956,117,7304.59
20250922,/lp/skincare-routine-quiz,1369,612,0.5528,46,3104.16
20250922,/products/vitamin-c-serum,827,377,0.5437,32,2184.78
20250922,/collections/bestsellers,559,223,0.6013,14,921.28
20250922,/,440,142,0.6769,6,391.88
20250923,/lp/free-serum-sample,2059,820,0.6016,70,4754.86
20250923,/lp/spf-bundle-20-off,1871,928,0.5042,105,7330.58
20250923,/lp/skincare-routine-quiz,1307,581,0.5555,46,2939.58
20250923,/products/vitamin-c-serum,838,391,0.5339,31,2021.50
20250923,/collections/bestsellers,552,209,0.6218,14,891.18
20250923,/,422,139,0.6696,6,414.43
20250924,/lp/free-serum-sample,2136,855,0.5997,80,5606.43
20250924,/lp/spf-bundle-20-off,1785,863,0.5167,100,6361.43
20250924,/lp/skincare-routine-quiz,1380,603,0.5628,44,2815.05
20250924,/products/vitamin-c-serum,850,404,0.5246,32,2084.61
20250924,/collections/bestsellers,607,246,0.5947,16,1079.00
20250924,/,421,135,0.6782,6,380.54
20250925,/lp/free-serum-sample,2109,839,0.6020,76,4913.50
20250925,/lp/spf-bundle-20-off,1858,921,0.5044,106,7251.31
20250925,/lp/skincare-routine-quiz,1187,519,0.5624,41,2613.71
20250925,/products/vitamin-c-serum,865,404,0.5331,33,2085.35
20250925,/collections/bestsellers,553,223,0.5962,13,911.38
20250925,/,418,126,0.6980,6,382.21
20250926,/lp/free-serum-sample,2252,904,0.5985,82,5475.81
20250926,/lp/spf-bundle-20-off,1969,990,0.4973,118,7711.63
20250926,/lp/skincare-routine-quiz,1409,614,0.5644,47,3136.59
20250926,/products/vitamin-c-serum,956,438,0.5416,36,2328.66
20250926,/collections/bestsellers,563,221,0.6071,15,972.83
20250926,/,494,151,0.6936,7,451.69
20250927,/lp/free-serum-sample,2362,949,0.5982,87,5421.97
20250927,/lp/spf-bundle-20-off,1879,933,0.5035,115,7110.92
20250927,/lp/skincare-routine-quiz,1298,584,0.5498,41,2710.24
20250927,/products/vitamin-c-serum,832,390,0.5311,34,2294.76
20250927,/collections/bestsellers,569,223,0.6074,15,1003.33
20250927,/,437,143,0.6736,6,365.25
20250928,/lp/free-serum-sample,2300,917,0.6013,82,5372.83
20250928,/lp/spf-bundle-20-off,2221,1095,0.5070,124,7731.98
20250928,/lp/skincare-routine-quiz,1555,680,0.5629,52,3540.90
20250928,/products/vitamin-c-serum,1053,482,0.5423,43,2722.37
20250928,/collections/bestsellers,696,284,0.5921,19,1270.84
20250928,/,510,169,0.6681,7,458.60
20250929,/lp/free-serum-sample,2151,873,0.5942,78,4999.37
20250929,/lp/spf-bundle-20-off,2061,1033,0.4986,115,8196.19
20250929,/lp/skincare-routine-quiz,1251,570,0.5442,44,3054.41
20250929,/products/vitamin-c-serum,849,378,0.5543,32,2264.50
20250929,/collections/bestsellers,607,240,0.6048,17,1193.64
20250929,/,480,147,0.6928,7,452.63
20250930,/lp/free-serum-sample,2253,900,0.6006,83,5489.32
20250930,/lp/spf-bundle-20-off,1733,884,0.4898,101,6557.87
20250930,/lp/skincare-routine-quiz,1248,546,0.5627,43,2985.33
20250930,/products/vitamin-c-serum,849,398,0.5307,31,1931.26
20250930,/collections/bestsellers,526,214,0.5925,14,880.44
20250930,/,417,128,0.6927,6,393.99
20251001,/lp/free-serum-sample,2098,788,0.6242,72,4997.13
20251001,/lp/spf-bundle-20-off,1745,884,0.4936,105,7174.45
20251001,/lp/skincare-routine-quiz,1239,538,0.5659,42,2742.08
20251001,/products/vitamin-c-serum,773,358,0.5372,30,2062.21
20251001,/collections/bestsellers,564,217,0.6149,15,945.47
20251001,/,380,122,0.6802,5,331.08
20251002,/lp/free-serum-sample,2264,883,0.6099,85,5669.89
20251002,/lp/spf-bundle-20-off,1911,951,0.5024,115,7400.27
20251002,/lp/skincare-routine-quiz,1309,590,0.5492,43,2966.90
20251002,/products/vitamin-c-serum,835,399,0.5220,32,2253.18
20251002,/collections/bestsellers,601,226,0.6246,15,1051.49
20251002,/,463,138,0.7021,7,488.37
20251003,/lp/free-serum-sample,2395,897,0.6253,86,5243.55
20251003,/lp/spf-bundle-20-off,2075,1049,0.4943,119,7674.32
20251003,/lp/skincare-routine-quiz,1504,689,0.5422,51,3438.46
20251003,/products/vitamin-c-serum,985,468,0.5244,37,2335.24
20251003,/collections/bestsellers,616,238,0.6131,16,1077.89
20251003,/,454,150,0.6702,6,401.72
20251004,/lp/free-serum-sample,2554,1020,0.6005,92,6402.38
20251004,/lp/spf-bundle-20-off,2309,1167,0.4948,134,8540.07
20251004,/lp/skincare-routine-quiz,1485,667,0.5506,48,3260.89
20251004,/products/vitamin-c-serum,1092,489,0.5519,42,2869.88
20251004,/collections/bestsellers,723,286,0.6039,19,1229.22
20251004,/,547,172,0.6847,8,549.96
20251005,/lp/free-serum-sample,2448,933,0.6187,87,6172.22
20251005,/lp/spf-bundle-20-off,1909,974,0.4898,108,7146.06
20251005,/lp/skincare-routine-quiz,1470,648,0.5595,48,3225.44
20251005,/products/vitamin-c-serum,946,433,0.5418,35,2361.47
20251005,/collections/bestsellers,604,245,0.5948,15,1010.66
20251005,/,485,144,0.7031,7,476.31
20251006,/lp/free-serum-sample,2361,942,0.6012,82,5579.56
20251006,/lp/spf-bundle-20-off,1866,943,0.4949,114,7904.23
20251006,/lp/skincare-routine-quiz,1327,607,0.5426,42,2671.34
20251006,/products/vitamin-c-serum,878,413,0.5296,34,2118.17
20251006,/collections/bestsellers,562,229,0.5917,15,937.25
20251006,/,412,135,0.6715,6,386.16
20251007,/lp/free-serum-sample,2038,786,0.6143,72,4754.12
20251007,/lp/spf-bundle-20-off,1760,853,0.5153,108,6853.93
20251007,/lp/skincare-routine-quiz,1228,558,0.5459,40,2444.23
20251007,/products/vitamin-c-serum,803,374,0.5347,30,1879.75
20251007,/collections/bestsellers,570,232,0.5933,15,936.97
20251007,/,410,130,0.6822,6,391.15
20251008,/lp/free-serum-sample,2065,838,0.5940,72,4743.74
20251008,/lp/spf-bundle-20-off,1838,910,0.5049,112,7627.60
20251008,/lp/skincare-routine-quiz,1344,616,0.5416,43,3030.33
20251008,/products/vitamin-c-serum,809,386,0.5232,33,2174.80
20251008,/collections/bestsellers,625,253,0.5954,17,1177.44
20251008,/,416,131,0.6861,6,390.45
20251009,/lp/free-serum-sample,2302,912,0.6037,87,5705.33
20251009,/lp/spf-bundle-20-off,2115,1043,0.5068,126,8751.02
20251009,/lp/skincare-routine-quiz,1332,592,0.5557,45,2814.75
20251009,/products/vitamin-c-serum,899,405,0.5495,33,2114.44
20251009,/collections/bestsellers,626,242,0.6142,17,1112.58
20251009,/,509,154,0.6974,7,482.57
20251010,/lp/free-serum-sample,2611,1039,0.6019,93,5961.58
20251010,/lp/spf-bundle-20-off,2149,1100,0.4880,123,8528.41
20251010,/lp/skincare-routine-quiz,1370,616,0.5507,48,3058.53
20251010,/products/vitamin-c-serum,952,434,0.5438,36,2478.81
20251010,/collections/bestsellers,612,238,0.6104,16,1034.81
20251010,/,466,155,0.6671,7,473.68
20251011,/lp/free-serum-sample,2418,939,0.6117,92,5876.09
20251011,/lp/spf-bundle-20-off,2246,1088,0.5155,129,8699.53
20251011,/lp/skincare-routine-quiz,1467,639,0.5643,47,2933.60
20251011,/products/vitamin-c-serum,988,474,0.5204,37,2536.61
20251011,/collections/bestsellers,620,246,0.6035,16,1036.43
20251011,/,544,166,0.6956,8,549.68
20251012,/lp/free-serum-sample,2070,783,0.6216,79,5241.27
20251012,/lp/spf-bundle-20-off,1833,888,0.5153,111,7217.01
20251012,/lp/skincare-routine-quiz,1238,542,0.5624,44,2975.37
20251012,/products/vitamin-c-serum,841,399,0.5252,32,2127.35
20251012,/collections/bestsellers,568,225,0.6047,14,900.44
20251012,/,405,132,0.6742,6,424.01
20251013,/lp/free-serum-sample,2100,831,0.6042,73,4793.63
20251013,/lp/spf-bundle-20-off,1812,918,0.4934,113,7587.62
20251013,/lp/skincare-routine-quiz,1406,621,0.5586,50,3420.95
20251013,/products/vitamin-c-serum,946,446,0.5290,38,2670.88
20251013,/collections/bestsellers,577,223,0.6135,15,948.15
20251013,/,455,142,0.6887,6,415.23
20251014,/lp/free-serum-sample,2200,884,0.5980,78,4885.73
20251014,/lp/spf-bundle-20-off,1890,940,0.5028,105,6376.21
20251014,/lp/skincare-routine-quiz,1337,603,0.5487,44,2943.49
20251014,/products/vitamin-c-serum,962,446,0.5361,38,2393.08
20251014,/collections/bestsellers,583,222,0.6194,16,1024.40
20251014,/,453,143,0.6846,7,462.29
20251015,/lp/free-serum-sample,2184,873,0.6005,84,5859.24
20251015,/lp/spf-bundle-20-off,1873,922,0.5076,109,7066.75
20251015,/lp/skincare-routine-quiz,1302,586,0.5498,42,2717.82
20251015,/products/vitamin-c-serum,849,408,0.5198,35,2316.46
20251015,/collections/bestsellers,527,208,0.6044,14,985.65
20251015,/,424,138,0.6755,6,384.10
20251016,/lp/free-serum-sample,2050,831,0.5946,73,4823.56
20251016,/lp/spf-bundle-20-off,1827,934,0.4886,110,6710.35
20251016,/lp/skincare-routine-quiz,1324,596,0.5497,44,2714.53
20251016,/products/vitamin-c-serum,811,373,0.5395,33,2171.65
20251016,/collections/bestsellers,569,231,0.5940,14,905.12
20251016,/,409,126,0.6926,6,404.49
20251017,/lp/free-serum-sample,2372,945,0.6016,91,6027.22
20251017,/lp/spf-bundle-20-off,2001,1011,0.4949,122,7682.68
20251017,/lp/skincare-routine-quiz,1345,584,0.5656,47,2948.97
20251017,/products/vitamin-c-serum,911,422,0.5365,36,2321.73
20251017,/collections/bestsellers,570,231,0.5952,16,1023.95
20251017,/,443,137,0.6905,6,414.60
20251018,/lp/free-serum-sample,2420,991,0.5903,93,5995.01
20251018,/lp/spf-bundle-20-off,2062,1038,0.4967,117,7460.26
20251018,/lp/skincare-routine-quiz,1499,647,0.5685,51,3350.51
20251018,/products/vitamin-c-serum,955,458,0.5204,36,2530.95
20251018,/collections/bestsellers,640,255,0.6019,17,1181.13
20251018,/,499,156,0.6870,7,488.13
20251019,/lp/free-serum-sample,2314,914,0.6048,85,6004.76
20251019,/lp/spf-bundle-20-off,2029,987,0.5137,123,7944.79
20251019,/lp/skincare-routine-quiz,1360,619,0.5447,46,3124.83
20251019,/products/vitamin-c-serum,852,391,0.5408,33,2344.12
20251019,/collections/bestsellers,660,269,0.5927,17,1164.36
20251019,/,428,139,0.6742,6,429.45
20251020,/lp/free-serum-sample,2120,834,0.6067,80,5083.44
20251020,/lp/spf-bundle-20-off,1900,969,0.4899,107,7315.72
20251020,/lp/skincare-routine-quiz,1333,595,0.5537,45,3025.94
20251020,/products/vitamin-c-serum,904,435,0.5184,36,2479.28
20251020,/collections/bestsellers,560,224,0.6001,14,905.47
20251020,/,418,133,0.6808,6,403.64
20251021,/lp/free-serum-sample,2069,824,0.6017,75,5008.43
20251021,/lp/spf-bundle-20-off,1738,866,0.5017,101,6219.80
20251021,/lp/skincare-routine-quiz,1332,578,0.5659,47,3130.75
20251021,/products/vitamin-c-serum,809,371,0.5415,32,1959.05
20251021,/collections/bestsellers,588,237,0.5970,15,999.12
20251021,/,411,127,0.6922,6,401.46
20251022,/lp/free-serum-sample,2302,936,0.5932,83,5557.35
20251022,/lp/spf-bundle-20-off,1819,912,0.4987,111,7071.36
20251022,/lp/skincare-routine-quiz,1287,555,0.5688,41,2888.31
20251022,/products/vitamin-c-serum,946,436,0.5389,39,2584.80
20251022,/collections/bestsellers,612,244,0.6006,15,962.20
20251022,/,435,130,0.7013,7,494.92
20251023,/lp/free-serum-sample,2086,796,0.6183,77,4966.81
20251023,/lp/spf-bundle-20-off,1929,963,0.5010,119,7802.58
20251023,/lp/skincare-routine-quiz,1316,594,0.5490,44,3043.48
20251023,/products/vitamin-c-serum,955,452,0.5269,36,2320.69
20251023,/collections/bestsellers,571,228,0.6005,16,1097.67
20251023,/,431,145,0.6639,6,416.63
20251024,/lp/free-serum-sample,2552,999,0.6086,95,6770.16
20251024,/lp/spf-bundle-20-off,1977,1009,0.4895,115,7598.20
20251024,/lp/skincare-routine-quiz,1524,674,0.5580,50,3245.33
20251024,/products/vitamin-c-serum,1020,469,0.5406,39,2685.24
20251024,/collections/bestsellers,705,284,0.5972,18,1153.38
20251024,/,504,169,0.6653,8,556.92
20251025,/lp/free-serum-sample,2294,912,0.6023,85,5716.08
20251025,/lp/spf-bundle-20-off,1890,938,0.5035,116,7681.90
20251025,/lp/skincare-routine-quiz,1357,592,0.5639,45,3057.46
20251025,/products/vitamin-c-serum,873,412,0.5281,36,2462.78
20251025,/collections/bestsellers,625,248,0.6035,17,1205.72
20251025,/,499,167,0.6662,7,478.18
20251026,/lp/free-serum-sample,2450,969,0.6046,88,5961.04
20251026,/lp/spf-bundle-20-off,2121,1076,0.4928,125,8091.95
20251026,/lp/skincare-routine-quiz,1493,645,0.5683,54,3648.19
20251026,/products/vitamin-c-serum,1042,491,0.5289,43,2888.83
20251026,/collections/bestsellers,679,264,0.6106,18,1231.94
20251026,/,528,157,0.7023,8,531.53
20251027,/lp/free-serum-sample,2448,1003,0.5904,94,6648.81
20251027,/lp/spf-bundle-20-off,2109,1072,0.4916,125,8835.76
20251027,/lp/skincare-routine-quiz,1386,626,0.5482,49,3234.74
20251027,/products/vitamin-c-serum,944,431,0.5433,37,2473.50
20251027,/collections/bestsellers,653,249,0.6194,18,1257.37
20251027,/,475,158,0.6667,7,468.34
20251028,/lp/free-serum-sample,2394,981,0.5901,93,6269.19
20251028,/lp/spf-bundle-20-off,2145,1064,0.5039,132,9316.70
20251028,/lp/skincare-routine-quiz,1509,664,0.5599,51,3213.16
20251028,/products/vitamin-c-serum,907,416,0.5410,34,2311.83
20251028,/collections/bestsellers,596,239,0.5985,16,1048.11
20251028,/,462,155,0.6643,7,470.22
20251029,/lp/free-serum-sample,2340,976,0.5831,83,5845.19
20251029,/lp/spf-bundle-20-off,2180,1070,0.5091,133,8989.19
20251029,/lp/skincare-routine-quiz,1429,620,0.5658,47,3255.35
20251029,/products/vitamin-c-serum,957,450,0.5295,40,2664.18
20251029,/collections/bestsellers,602,247,0.5904,15,1025.46
20251029,/,452,138,0.6945,7,497.74
20251030,/lp/free-serum-sample,2194,915,0.5828,83,5579.27
20251030,/lp/spf-bundle-20-off,1987,1010,0.4917,121,7888.70
20251030,/lp/skincare-routine-quiz,1399,613,0.5620,50,3364.86
20251030,/products/vitamin-c-serum,888,429,0.5167,34,2350.52
20251030,/collections/bestsellers,564,229,0.5931,15,1025.86
20251030,/,409,122,0.7014,6,388.52
20251031,/lp/free-serum-sample,2699,1075,0.6017,103,6471.05
20251031,/lp/spf-bundle-20-off,2381,1182,0.5035,142,9210.21
20251031,/lp/skincare-routine-quiz,1616,750,0.5359,53,3317.91
20251031,/products/vitamin-c-serum,1002,455,0.5463,41,2633.70
20251031,/collections/bestsellers,758,312,0.5887,19,1231.28
20251031,/,536,180,0.6645,7,444.50
20251101,/lp/free-serum-sample,2131,883,0.5855,77,4902.33
20251101,/lp/spf-bundle-20-off,1944,964,0.5042,120,7535.18
20251101,/lp/skincare-routine-quiz,1281,559,0.5640,45,3168.96
20251101,/products/vitamin-c-serum,987,464,0.5295,40,2807.89
20251101,/collections/bestsellers,592,237,0.5998,16,1032.71
20251101,/,448,142,0.6827,6,395.43
20251102,/lp/free-serum-sample,2688,1062,0.6049,94,6345.19
20251102,/lp/spf-bundle-20-off,2076,1072,0.4838,124,8709.45
20251102,/lp/skincare-routine-quiz,1504,698,0.5357,50,3177.03
20251102,/products/vitamin-c-serum,1098,520,0.5261,42,2853.87
20251102,/collections/bestsellers,697,274,0.6074,19,1245.16
20251102,/,476,159,0.6658,7,475.42
20251103,/lp/free-serum-sample,2205,899,0.5925,84,5646.18
20251103,/lp/spf-bundle-20-off,1852,931,0.4975,105,6725.13
20251103,/lp/skincare-routine-quiz,1369,611,0.5537,49,3298.23
20251103,/products/vitamin-c-serum,936,447,0.5220,39,2518.31
20251103,/collections/bestsellers,606,243,0.5997,16,1061.45
20251103,/,477,160,0.6636,7,484.70
20251104,/lp/free-serum-sample,2504,964,0.6152,97,6738.12
20251104,/lp/spf-bundle-20-off,2299,1142,0.5033,143,8993.15
20251104,/lp/skincare-routine-quiz,1428,638,0.5531,52,3492.45
20251104,/products/vitamin-c-serum,1003,478,0.5236,41,2787.29
20251104,/collections/bestsellers,614,254,0.5870,16,1034.70
20251104,/,514,162,0.6853,7,474.25
20251105,/lp/free-serum-sample,2163,905,0.5815,79,5076.66
20251105,/lp/spf-bundle-20-off,1893,935,0.5059,113,7231.83
20251105,/lp/skincare-routine-quiz,1269,590,0.5353,43,2709.62
20251105,/products/vitamin-c-serum,918,443,0.5177,38,2479.83
20251105,/collections/bestsellers,540,217,0.5990,14,950.07
20251105,/,436,137,0.6861,7,471.75
20251106,/lp/free-serum-sample,2562,1018,0.6027,98,6816.23
20251106,/lp/spf-bundle-20-off,2044,1054,0.4842,129,9092.32
20251106,/lp/skincare-routine-quiz,1479,670,0.5468,48,3196.29
20251106,/products/vitamin-c-serum,1056,507,0.5200,43,2694.86
20251106,/collections/bestsellers,668,269,0.5967,18,1195.54
20251106,/,515,161,0.6881,7,471.36
20251107,/lp/free-serum-sample,2384,972,0.5922,91,5863.62
20251107,/lp/spf-bundle-20-off,2071,1054,0.4913,125,8004.81
20251107,/lp/skincare-routine-quiz,1617,719,0.5551,53,3530.21
